Ward,Province,Municipality,Hazard,District,Incident on,Title,tweets
13,Madhesh,Golbazar,Heavy Rainfall,Siraha,2023-08-26,"Heavy Rainfall at Sirbani, Golbazar Municipality-13","🌧️ Heavy rainfall alert! Sirbani, Golbazar Municipality-13 in Siraha district, Madhesh province, experienced heavy rainfall on August 26, 2023. Stay safe and be prepared! #HeavyRainfall #Siraha #Golbazar"
11,Koshi,Bhojpur,Heavy Rainfall,Bhojpur,2023-08-26,"Heavy Rainfall at Bitlab, Bhojpur Municipality-11","🌧️ Heavy rainfall alert! Bitlab, Bhojpur Municipality-11 in Koshi Province, Bhojpur District, experienced heavy rainfall on 2023-08-26. Stay safe and take necessary precautions! #HeavyRainfall #Bhojpur #Koshi"
14,Koshi,Katari,Heavy Rainfall,Udayapur,2023-08-25,"Heavy Rainfall at Kuntar, Katari Municipality-14","🌧️ ALERT: Heavy rainfall reported in Kuntar, Katari Municipality-14, Udayapur, Koshi province. Stay safe and take necessary precautions! #HeavyRainfall #Udayapur #Koshi #StaySafe"
11,Koshi,Bhojpur,Heavy Rainfall,Bhojpur,2023-08-25,"Heavy Rainfall at Bhimsenthan , Bhojpur Municipality-11","🌧️ Heavy rainfall alert! 🌧️
Bhimsenthan in Bhojpur Municipality-11, Koshi Province, experienced intense rainfall on 2023-08-25. Stay safe and take necessary precautions! #HeavyRainfall #Bhimsenthan #BhojpurMunicipality11 #Koshi"
4,Madhesh,Ramnagar,Heavy Rainfall,Sarlahi,2023-08-25,Heavy Rainfall at Ramnagar Rural Municipality-4,"🌧️🚨 ALERT: Heavy rainfall reported in Ramnagar Rural Municipality-4, Sarlahi, Madhesh. Please stay indoors and avoid unnecessary travel. Stay safe! #HeavyRainfall #Ramnagar #Sarlahi #Madhesh"
8,Koshi,Thulung Dudhkoshi,Heavy Rainfall,Solukhumbu,2023-08-25,Heavy Rainfall at Thulung Dudhkoshi Rural Municipality-8,"🚨 ALERT 🚨 Heavy rainfall reported in Thulung Dudhkoshi Rural Municipality-8, Solukhumbu, Koshi Province. Please take necessary precautions and stay safe! #Nepal #Rainfall #SafetyFirst"
7,Koshi,Ramprasad Rai,Heavy Rainfall,Bhojpur,2023-08-25,"Heavy Rainfall at Jananayak Chowk, Ramprasad Rai Rural Municipality-7","🚨 ALERT 🚨 Heavy rainfall reported at Jananayak Chowk in Ramprasad Rai Rural Municipality-7, Bhojpur District, Koshi Province. Stay safe and take necessary precautions! #HeavyRainfall #Bhojpur #Koshi"
16,Gandaki,Pokhara Lekhnath,Heavy Rainfall,Kaski,2023-08-25,"Heavy Rainfall at Haripaau, Pokhara Lekhnath Metropolitan City-16","🌧️🚨 ALERT: Heavy rainfall in Haripaau, Pokhara Lekhnath Metropolitan City-16, Kaski, Gandaki Province. Stay safe and be prepared for potential flooding and landslides. #RainfallAlert #Nepal #SafetyFirst"
4,Bagmati,Konjyosom,Heavy Rainfall,Lalitpur,2023-08-25,"Heavy Rainfall at Chaughare, Konjyosom Rural Municipality-4","🌧️ Heavy rainfall reported in Chaughare, Konjyosom Rural Municipality-4, Lalitpur, Bagmati Province. Please stay safe and take necessary precautions! #HeavyRainfall #Lalitpur #Bagmati"
9,Koshi,Katari,Heavy Rainfall,Udayapur,2023-08-25,"Heavy Rainfall at Batase, Katari Municipality-9","🚨 Alert! 🌧️ Heavy rainfall reported in Batase, Katari Municipality-9, Udayapur. Stay safe and take necessary precautions. #HeavyRainfall #Udayapur #Katari"
11,Lumbini,Gulariya,Heavy Rainfall,Bardiya,2023-08-24,Heavy Rainfall at Gulariya Municipality-11,"🌧️ Heavy rainfall has been reported in Gulariya Municipality-11, Bardiya, Lumbini Province. Stay safe and take necessary precautions! #HeavyRainfall #Bardiya #Lumbini"
3,Koshi,Phedap,Heavy Rainfall,Terhathum,2023-08-23,Heavy Rainfall at Phedap Rural Municipality-3,"🌧️ Heavy rainfall has hit Phedap Rural Municipality-3 in Terhathum, Koshi Province. Stay safe and take necessary precautions! #HeavyRainfall #Terhathum #Koshi"
2,Karnali,Mahabu,Heavy Rainfall,Dailekh,2023-08-23,"Heavy Rainfall at Dungeshwor Bazar, Mahabu Rural Municipality-2","🌧️ Heavy rainfall has caused havoc in Dungeshwor Bazar, Mahabu Rural Municipality-2, Dailekh. Stay safe, everyone! #RainfallAlert #Dailekh #Mahabu"
5,Lumbini,Badhaiyatal,Heavy Rainfall,Bardiya,2023-08-23,"Heavy Rainfall at Hallanchowk, Badhaiyatal Rural Municipality-5","🌧️🚨 Heavy rainfall alert! 🚨🌧️
Stay safe, everyone! Heavy rainfall reported at Hallanchowk, Badhaiyatal Rural Municipality-5, Bardiya district, Lumbini province. Please take necessary precautions and stay updated with local authorities. #RainAlert #StaySafe #Bardiya #Lumbini"
11,Koshi,Phidim,Heavy Rainfall,Panchthar,2023-08-23,"Heavy Rainfall at Khani Gaau, Phidim Municipality-11","🌧️ ALERT: Heavy rainfall reported in Khani Gaau, Phidim Municipality-11, Panchthar District, Koshi Province. Stay safe and take necessary precautions. #HeavyRainfall #Phidim #Panchthar"
15,Lumbini,Tulsipur,Heavy Rainfall,Dang,2023-08-23,"Heavy Rainfall at Malbar, Tulsipur Submetropolitan City-15","🌧️ Heavy rainfall hits Malbar, Tulsipur Submetropolitan City-15 in Dang, Lumbini province. Stay safe and take necessary precautions! #HeavyRainfall #Dang #Lumbini #StaySafe"
7,Lumbini,Barbardiya,Heavy Rainfall,Bardiya,2023-08-23,"Heavy Rainfall at Damauli, Barbardiya Municipality-7","🌧️💦 Heavy rainfall alert! Damauli, Barbardiya Municipality-7 in Bardiya, Lumbini Province experienced intense rainfall on August 23, 2023. Stay safe and be prepared for possible flooding and landslides. #HeavyRainfall #Damauli #Barbardiya #Bardiya #Lumbini"
9,Sudurpashchim,Dipayal Silgadi,Heavy Rainfall,Doti,2023-08-21,"Heavy Rainfall at Mallo Kalena , Dipayal Silgadi Municipality-9","🌧️ Heavy rainfall alert! Mallo Kalena in Dipayal Silgadi Municipality-9, Doti, Sudurpashchim, experienced heavy rainfall on 2023-08-21. Stay safe and take necessary precautions! #HeavyRainfall #Doti #Sudurpashchim"
5,Lumbini,Ghorahi,Heavy Rainfall,Dang,2023-08-19,"Heavy Rainfall at Rakshya Chaur , Ghorahi Submetropolitan City-5","🌧️ Alert! Heavy rainfall reported at Rakshya Chaur, Ghorahi Submetropolitan City-5, Dang, Lumbini Province. Stay safe and take necessary precautions. #Rainfall #Ghorahi #Dang #Lumbini"
5,Lumbini,Sworgadwary,Heavy Rainfall,Pyuthan,2023-08-17,"Heavy Rainfall at Upallo Sari , Sworgadwary Municipality-5","🌧️🚨 ALERT: Heavy rainfall reported in Upallo Sari, Sworgadwary Municipality-5, Pyuthan district, Lumbini province. Stay safe and take necessary precautions! #HeavyRainfall #Pyuthan #Lumbini"
7,Lumbini,Pyuthan,Heavy Rainfall,Pyuthan,2023-08-17,"Heavy Rainfall at Fursedhara , Pyuthan Municipality-7","🌧️ Alert! Heavy rainfall reported in Fursedhara, Pyuthan Municipality-7, Pyuthan District, Lumbini Province on 2023-08-17. Stay safe and take necessary precautions! #WeatherAlert #HeavyRainfall #Pyuthan"
3,Lumbini,Ghorahi,Heavy Rainfall,Dang,2023-08-16,"Heavy Rainfall at Masot Khola , Ghorahi Submetropolitan City-3","💔🌧️ #HeavyRainfallAlert 💔🌧️

⚠️ Masot Khola in Ghorahi Submetropolitan City-3, Dang district, Lumbini Province experienced heavy rainfall on 2023-08-16. Stay safe and take necessary precautions! #StaySafe #NaturalHazard #DisasterManagement"
1,Sudurpashchim,Bogtan,Heavy Rainfall,Doti,2023-08-15,"Heavy Rainfall at Chhidikhan, Bogtan Rural Municipality-1","🌧️ Heavy rainfall alert! Chhidikhan in Bogtan Rural Municipality-1, Doti, Sudurpashchim Province experienced intense rainfall today. Stay safe and take necessary precautions. #HeavyRainfall #Doti #Sudurpashchim"
11,Lumbini,Gulariya,Heavy Rainfall,Bardiya,2023-08-14,"Heavy Rainfall at Lalpur, Gulariya Municipality-11","📢 ALERT 📢 Heavy rainfall in Lalpur, Gulariya Municipality-11, Bardiya, Lumbini Province. Stay safe and take necessary precautions! #HeavyRainfall #Lumbini #Bardiya"
8,Gandaki,Raghuganga,Heavy Rainfall,Myagdi,2023-08-14,"Heavy Rainfall at Narchyang, Raghuganga Rural Municipality-8","🌧️ Heavy rainfall reported in Narchyang, Raghuganga Rural Municipality-8, Myagdi. Stay safe and take necessary precautions. #Nepal #Rainfall #StaySafe"
3,Koshi,Phedap,Heavy Rainfall,Terhathum,2023-08-13,"Heavy Rainfall at Bhorle, Phedap Rural Municipality-3","🌧️Heavy rainfall alert! 🌧️
Bhorle, Phedap Rural Municipality-3 in Terhathum, Koshi province, experienced heavy rainfall on 2023-08-13. Stay safe and take necessary precautions. #HeavyRainfall #Terhathum #StaySafe"
7,Bagmati,Namobuddha,Heavy Rainfall,Kavrepalanchok,2023-08-13,"Heavy Rainfall at Tirtire Dhara, Namobuddha Municipality-7","🌧️ Heavy rainfall reported at Tirtire Dhara, Namobuddha Municipality-7 in Kavrepalanchok, Bagmati Province on 2023-08-13. Stay safe and take necessary precautions! #HeavyRainfall #Namobuddha #Kavrepalanchok #Bagmati"
2,Sudurpashchim,Shikhar,Heavy Rainfall,Doti,2023-08-13,"Heavy Rainfall at Khachada, Shikhar Municipality-2","🌧️ ALERT: Heavy rainfall reported in Khachada, Shikhar Municipality-2, Doti, Sudurpashchim Province. Stay safe and take necessary precautions. #RainfallAlert #DisasterManagement"
7,Gandaki,Dharche,Heavy Rainfall,Gorkha,2023-08-13,"Heavy Rainfall at Khani Gaau, Dharche Rural Municipality-7","🌧️ Heavy rainfall alert! 🌧️ 
Khani Gaau, Dharche Rural Municipality-7 in Gorkha, Gandaki Province is experiencing heavy rainfall. Stay safe and take necessary precautions. #HeavyRainfall #Gorkha #StaySafe"
8,Madhesh,Godaita,Heavy Rainfall,Sarlahi,2023-08-12,Heavy Rainfall at Godaita Municipality-8,"⚠️ Heavy rainfall reported at Godaita Municipality-8 in Sarlahi District, Madhesh Province. Stay safe and take necessary precautions. #HeavyRainfall #Godaita #Sarlahi #Madhesh"
1,Sudurpashchim,Budhiganga,Heavy Rainfall,Bajura,2023-08-12,"Heavy Rainfall at Bajedi, Budhiganga Municipality-1","🌧️🚨 ALERT: Heavy rainfall has been reported in Bajedi, Budhiganga Municipality-1, Bajura district, Sudurpashchim province. Stay safe and take necessary precautions! #HeavyRainfall #Bajura #StaySafe"
3,Lumbini,Ghorahi,Heavy Rainfall,Dang,2023-08-10,"Heavy Rainfall at Bhanpur - Sunaulo Tole , Ghorahi Submetropolitan City-3","🌧️ Alert! Heavy rainfall reported at Bhanpur - Sunaulo Tole, Ghorahi Submetropolitan City-3, Dang, Lumbini Province. Stay safe and take necessary precautions. #HeavyRainfall #Ghorahi #Dang #Lumbini"
11,Bagmati,Panauti,Heavy Rainfall,Kavrepalanchok,2023-08-10,"Heavy Rainfall at Danda Gaau, Panauti Municipality-11","🌧️Heavy rainfall alert! 🌧️
Danda Gaau in Panauti Municipality-11, Kavrepalanchok, Bagmati Province is experiencing heavy rainfall. Stay safe and take necessary precautions. #HeavyRainfall #StaySafe #Panauti #Kavrepalanchok #Bagmati"
1,Madhesh,Ramnagar,Heavy Rainfall,Sarlahi,2023-08-10,Heavy Rainfall at Ramnagar Rural Municipality-1,"🌧️⚠️ ALERT: Heavy rainfall reported in Ramnagar Rural Municipality-1, Sarlahi, Madhesh. Stay indoors and take necessary precautions. #HeavyRainfall #Sarlahi #Madhesh"
8,Lumbini,Buddhabhumi,Heavy Rainfall,Kapilbastu,2023-08-10,"Heavy Rainfall at Daldalaha, Buddhabhumi Municipality-8","🌧️⚠️ ALERT: Heavy rainfall reported in Daldalaha, Buddhabhumi Municipality-8, Kapilbastu, Lumbini Province. Stay safe and take necessary precautions! #HeavyRainfall #Nepal #StaySafe"
3,Madhesh,Haripur,Heavy Rainfall,Sarlahi,2023-08-10,Heavy Rainfall at Haripur Municipality-3,"🌧️ Heavy rainfall alert! Haripur Municipality-3 in Sarlahi district, Madhesh province, is experiencing intense rainfall today. Stay safe and avoid unnecessary travel. #HeavyRainfall #Sarlahi #Madhesh"
1,Sudurpashchim,Gaumul,Heavy Rainfall,Bajura,2023-08-10,"Heavy Rainfall at Yuna, Gaumul Rural Municipality-1","🌧️ Heavy rainfall alert! 🌧️
Yuna, Gaumul Rural Municipality-1 in Bajura, Sudurpashchim Province is experiencing heavy rainfall today. Stay safe and be prepared for possible flooding and landslides. #HeavyRainfall #Nepal #StaySafe"
5,Lumbini,Ghorahi,Heavy Rainfall,Dang,2023-08-10,"Heavy Rainfall at Gurung Khola, Ghorahi Submetropolitan City-5","🌧️ Heavy rainfall reported at Gurung Khola, Ghorahi Submetropolitan City-5, Dang, Lumbini Province on 2023-08-10. Stay safe and take necessary precautions! #HeavyRainfall #Ghorahi #Dang #Lumbini"
5,Sudurpashchim,Parashuram,Heavy Rainfall,Dadeldhura,2023-08-09,"Heavy Rainfall at Salghadi , Parashuram Municipality-5","🚨 Alert 🚨 Heavy rainfall reported in Salghadi, Parashuram Municipality-5, Dadeldhura, Sudurpashchim Province. Stay safe and take necessary precautions. #HeavyRainfall #Nepal #DisasterAlert"
6,Sudurpashchim,Alital,Heavy Rainfall,Dadeldhura,2023-08-09,"Heavy Rainfall at Phallekharka Asladi, Alital Rural Municipality-6","🌧️ Heavy rainfall alert! Phallekharka Asladi in Alital Rural Municipality-6, Dadeldhura, Sudurpashchim Province, is experiencing intense downpours. Stay safe and take necessary precautions. #HeavyRainfall #Nepal #Dadeldhura"
4,Lumbini,Ghorahi,Heavy Rainfall,Dang,2023-08-09,"Heavy Rainfall at Sawarikot - Kushetole , Ghorahi Submetropolitan City-4","🌧️ Heavy rainfall has caused havoc in Sawarikot - Kushetole, Ghorahi Submetropolitan City-4, Dang, Lumbini Province. Stay safe and take necessary precautions! #HeavyRainfall #DisasterAlert #SafetyFirst"
7,Madhesh,Kaudena,Heavy Rainfall,Sarlahi,2023-08-09,"Heavy Rainfall at Shivanagar, Kaudena Rural Municipality-7","🚨 ALERT 🚨
Heavy rainfall reported in Shivanagar, Kaudena Rural Municipality-7, Sarlahi, Madhesh province. Stay safe and take necessary precautions! #HeavyRainfall #Sarlahi #StaySafe"
2,Bagmati,Sunkoshi,Heavy Rainfall,Sindhuli,2023-08-08,"Heavy Rainfall at Kamerephat, Sunkoshi Rural Municipality-2","🌧️ Heavy rainfall alert! 🌧️

Stay safe, everyone! Heavy rainfall has been reported in Kamerephat, Sunkoshi Rural Municipality-2, Sindhuli, Bagmati Province. Take necessary precautions and stay indoors until the weather improves. #StaySafe #HeavyRainfall #Sindhuli"
10,Bagmati,Budhanilakantha,Heavy Rainfall,Kathmandu,2023-08-08,"Heavy Rainfall at Kapan- Nilopul, Budhanilakantha Municipality-10","🌧️ Alert! Heavy rainfall reported in Kapan-Nilopul, Budhanilakantha Municipality-10, Kathmandu. Stay safe and be prepared for potential flooding. #NepalWeather #HeavyRainfall #StaySafe"
3,Madhesh,Dhanusadham,Heavy Rainfall,Dhanusa,2023-08-08,"Heavy Rainfall at Portaha, Dhanusadham Municipality-3","🌧️ ALERT: Heavy rainfall reported in Portaha, Dhanusadham Municipality-3, Dhanusa District, Madhesh Province. Stay safe and follow local authorities' instructions. #HeavyRainfall #Nepal"
8,Lumbini,Bansagadhi,Heavy Rainfall,Bardiya,2023-08-08,"Heavy Rainfall at Khallapur, Bansagadhi Municipality-8","🌧️ Heavy rainfall alert! 🌧️ 
Stay safe, Khallapur! Heavy rainfall reported in Bansagadhi Municipality-8, Bardiya, Lumbini Province. Take necessary precautions and stay updated with local authorities. #HeavyRainfall #StaySafe #Bardiya #Lumbini"
9,Lumbini,Ghorahi,Heavy Rainfall,Dang,2023-08-08,"Heavy Rainfall at Mukundanda, Ghorahi Submetropolitan City-9","🌧️🌊 Heavy rainfall alert! Mukundanda in Ghorahi Submetropolitan City-9, Dang, Lumbini Province, has been experiencing intense rainfall since August 8, 2023. Stay safe and take necessary precautions! #HeavyRainfall #Nepal #GhorahiSubmetropolitanCity"
1,Gandaki,Rhishing,Heavy Rainfall,Tanahu,2023-08-08,"Heavy Rainfall at Kusume - Majhphat, Rhishing Rural Municipality-1","🌧️ Heavy rainfall alert! Kusume-Majhphat in Rhishing Rural Municipality-1, Tanahu, Gandaki Province, experienced intense rainfall on 2023-08-08. Stay safe and take necessary precautions! #HeavyRainfall #Tanahu #Gandaki #StaySafe"
12,Gandaki,Vyas,Heavy Rainfall,Tanahu,2023-08-08,"Heavy Rainfall at Lamidanda, Vyas Municipality-12","🌧️🌧️ ALERT: Heavy rainfall reported at Lamidanda, Vyas Municipality-12, Tanahu, Gandaki Province! Stay safe and take necessary precautions. #HeavyRainfall #Tanahu #Gandaki #StaySafe"
4,Gandaki,Annapurna,Heavy Rainfall,Kaski,2023-08-07,"Heavy Rainfall at Ward Office., Annapurna Rural Municipality-4","🚨 Alert 🚨
Heavy rainfall reported at Ward Office, Annapurna Rural Municipality-4, Kaski district. Please stay safe and take necessary precautions. #HeavyRainfall #Kaski #Annapurna #StaySafe"
7,Gandaki,Kanthekhola,Heavy Rainfall,Baglung,2023-08-07,"Heavy Rainfall at Gairapata , Kanthekhola Rural Municipality-7","🌧️ Heavy rainfall wreaking havoc in Gairapata, Kanthekhola Rural Municipality-7, Baglung, Gandaki Province. Stay safe and prepared, folks! #HeavyRainfall #Gairapata #Kanthekhola #Baglung #Gandaki"
13,Gandaki,Bhanu,Heavy Rainfall,Tanahu,2023-08-06,"Heavy Rainfall at Chandraoti, Bhanu Municipality-13","🚨 ALERT 🚨 Heavy rainfall has been reported in Chandraoti, Bhanu Municipality-13, Tanahu, Gandaki Province. Please take necessary precautions and stay safe! #HeavyRainfall #Tanahu #Gandaki #StaySafe"
3,Gandaki,Nisikhola,Heavy Rainfall,Baglung,2023-08-06,"Heavy Rainfall at Dharkharka, Nisikhola Rural Municipality-3","🌧️ Heavy rainfall alert! Dharkharka in Nisikhola Rural Municipality-3, Baglung, Gandaki Province, experienced heavy rainfall on 2023-08-06. Stay safe and be prepared! #HeavyRainfall #Nisikhola #Baglung #Gandaki"
3,Madhesh,Haripur,Heavy Rainfall,Sarlahi,2023-08-05,Heavy Rainfall at Haripur Municipality-3,"🌧️🌧️ ALERT: Heavy rainfall reported in Haripur Municipality-3, Sarlahi, Madhesh. Stay indoors and take necessary precautions. #HeavyRainfall #Sarlahi #Madhesh"
1,Sudurpashchim,Gaumul,Heavy Rainfall,Bajura,2023-08-05,"Heavy Rainfall at Tikhada, Gaumul Rural Municipality-1","🌧️ Heavy rainfall reported in Tikhada, Gaumul Rural Municipality-1, Bajura, Sudurpashchim Province. Stay safe and take necessary precautions! #HeavyRainfall #Tikhada #Bajura #Sudurpashchim"
7,Lumbini,Tribeni,Heavy Rainfall,Rolpa,2023-07-31,"Heavy Rainfall at Kaule, Tribeni Rural Municipality-7","🌧️💦 ALERT: Heavy rainfall has been reported in Kaule, Tribeni Rural Municipality-7, Rolpa, Lumbini Province. Stay safe and take necessary precautions! #HeavyRainfall #Nepal #SafetyFirst"
3,Koshi,Khumbupasanglahmu,Heavy Rainfall,Solukhumbu,2023-07-31,"Heavy Rainfall at Simle , Khumbupasanglahmu Rural Municipality-3","🚨 ALERT 🚨 Heavy rainfall reported at Simle in Khumbupasanglahmu Rural Municipality-3, Solukhumbu. Stay safe and take necessary precautions! #HeavyRainfall #Solukhumbu #Nepal"
2,Gandaki,Jaimini,Heavy Rainfall,Baglung,2023-07-30,"Heavy Rainfall at Dahare, Jaimini Municipality-2","🌧️ ALERT: Heavy rainfall has caused havoc in Dahare, Jaimini Municipality-2, Baglung. Stay safe and take necessary precautions. #HeavyRainfall #StaySafe #Baglung"
1,Sudurpashchim,Gaumul,Heavy Rainfall,Bajura,2023-07-29,Heavy Rainfall at Gaumul Rural Municipality-1,"🚨 Alert 🚨: Heavy rainfall reported at Gaumul Rural Municipality-1, Bajura. Stay safe and be cautious! #HeavyRainfall #Gaumul #Bajura #Sudurpashchim"
5,Lumbini,Ghorahi,Heavy Rainfall,Dang,2023-07-28,"Heavy Rainfall at Basantapur, Ghorahi Submetropolitan City-5","🚨🌧️ Heavy rainfall alert in Ghorahi Submetropolitan City-5, Dang! Stay safe and take necessary precautions. #HeavyRainfall #Ghorahi #Dang #Lumbini"
8,Karnali,Simkot,Heavy Rainfall,Humla,2023-07-27,"Heavy Rainfall at Syada, Simkot Rural Municipality-8","🌧️ Heavy rainfall has caused havoc in Syada, Simkot Rural Municipality-8, Humla, Karnali. Stay safe and take necessary precautions. #HeavyRainfall #SafetyFirst #Humla #Karnali"
1,Sudurpashchim,Gaumul,Heavy Rainfall,Bajura,2023-07-27,"Heavy Rainfall at Behadi, Gaumul Rural Municipality-1","🌧️🌧️ ALERT: Heavy rainfall reported in Behadi, Gaumul Rural Municipality-1, Bajura. Stay safe and take necessary precautions. #HeavyRainfall #Bajura #Sudurpashchim"
14,Lumbini,Resunga,Heavy Rainfall,Gulmi,2023-07-26,"Heavy Rainfall at Bhedikhor, Resunga Municipality-14","🌧️🚨 ALERT: Heavy rainfall has been reported in Bhedikhor, Resunga Municipality-14, Gulmi district, Lumbini province. Stay safe and take necessary precautions! #HeavyRainfall #Gulmi #Lumbini #StaySafe"
3,Lumbini,Sarumarani,Heavy Rainfall,Pyuthan,2023-07-25,"Heavy Rainfall at Sajikot, Sarumarani Rural Municipality-3","🌧️🚨 ALERT: Heavy rainfall has been reported in Sajikot, Sarumarani Rural Municipality-3, Pyuthan, Lumbini. Stay safe and be prepared for possible flooding and landslides. #HeavyRainfall #Pyuthan #Lumbini"
18,Lumbini,Ghorahi,Heavy Rainfall,Dang,2023-07-24,"Heavy Rainfall at Baluwatar / Puspanjali Tole , Ghorahi Submetropolitan City-18","🌧️🌧️ ALERT! Heavy rainfall reported in Baluwatar / Puspanjali Tole, Ghorahi Submetropolitan City-18, Dang, Lumbini Province. Stay safe and take necessary precautions! #RainfallAlert #Ghorahi #Dang #Lumbini"
5,Lumbini,Ghorahi,Heavy Rainfall,Dang,2023-07-24,"Heavy Rainfall at Bela, Ghorahi Submetropolitan City-5","🚨 ALERT 🚨 Heavy rainfall reported at Bela, Ghorahi Submetropolitan City-5, Dang, Lumbini Province. Stay safe and take necessary precautions! #HeavyRainfall #NaturalHazard #StaySafe"
8,Karnali,Barahtal,Heavy Rainfall,Surkhet,2023-07-22,"Heavy Rainfall at Jamune Bazar , Barahtal Rural Municipality-8","🌧️ Heavy rainfall reported at Jamune Bazar, Barahtal Rural Municipality-8, Surkhet. Stay safe and take necessary precautions. #HeavyRainfall #Surkhet #Barahtal"
10,Lumbini,Pyuthan,Heavy Rainfall,Pyuthan,2023-07-21,"Heavy Rainfall at Bhuswang, Pyuthan Municipality-10","🚨 Just in! Heavy rainfall reported in Bhuswang, Pyuthan Municipality-10, Pyuthan District, Lumbini Province. Stay safe everyone! #HeavyRainfall #Pyuthan #Lumbini"
7,Koshi,Panchakhapan,Heavy Rainfall,Sankhuwasabha,2022-07-11,"Heavy Rainfall at Kalikot, Panchakhapan Municipality-7","🚨 ALERT 🚨 Heavy rainfall warning in Panchakhapan Municipality-7, Kalikot! Stay safe and be prepared for possible flooding and landslides. #HeavyRainfall #Kalikot #StaySafe"
4,Lumbini,Airawati,Heavy Rainfall,Pyuthan,2022-07-11,Heavy Rainfall at Airawati Rural Municipality-4,"🌧️ Heavy rainfall alert! 🌧️
Stay safe, folks of Airawati Rural Municipality-4, Pyuthan. Take necessary precautions and be prepared for possible flooding and landslides. Stay tuned for updates. #HeavyRainfall #Lumbini #Pyuthan #StaySafe"
8,Koshi,Panchakhapan,Heavy Rainfall,Sankhuwasabha,2022-07-11,"Heavy Rainfall at Kalleri, Panchakhapan Municipality-8","🌧️ Heavy rainfall alert! 🌧️ 
Stay safe and indoors as Kalleri, Panchakhapan Municipality-8 in Sankhuwasabha district, Koshi province is experiencing heavy rainfall today. Take necessary precautions and avoid venturing out unnecessarily. #StaySafe #HeavyRainfall #Sankhuwasabha"
12,Madhesh,Kalaiya,Heavy Rainfall,Bara,2022-07-07,"Heavy Rainfall at Sitalpur, Kalaiya Submetropolitan City-12","🌧️ Heavy rainfall alert! Sitalpur in Kalaiya Submetropolitan City-12, Bara District, Madhesh Province, is experiencing heavy rainfall. Stay safe and take necessary precautions! #HeavyRainfall #BaraDistrict #StaySafe"
2,Karnali,Thuli Bheri,Heavy Rainfall,Dolpa,2022-07-05,Heavy Rainfall at Thuli Bheri Municipality-2,"🚨 ALERT: Heavy rainfall reported in Thuli Bheri Municipality-2, Dolpa, Karnali Province. Stay safe and follow local authorities' instructions. #HeavyRainfall #Dolpa #Karnali"
2,Gandaki,Kanthekhola,Heavy Rainfall,Baglung,2022-07-04,Heavy Rainfall at Kanthekhola Rural Municipality-2,"🌧️ Heavy rainfall alert! 🌧️
Kanthekhola Rural Municipality-2 in Baglung, Gandaki Province is experiencing heavy rainfall. Stay safe, and take necessary precautions! #HeavyRainfall #Baglung #Gandaki #StaySafe"
3,Karnali,Shey Phoksundo,Heavy Rainfall,Dolpa,2022-07-03,Heavy Rainfall at Shey Phoksundo Rural Municipality-3,"🌧️🚨 ALERT: Heavy rainfall reported in Shey Phoksundo Rural Municipality-3, Dolpa, Karnali. Stay safe and follow local authorities' instructions. #HeavyRainfall #Dolpa #Karnali"
6,Lumbini,Ghorahi,Heavy Rainfall,Dang,2022-07-03,"Heavy Rainfall at Rawatgaun, Ghorahi Submetropolitan City-6","🌧️ Heavy rainfall alert! Rawatgaun, Ghorahi Submetropolitan City-6 in Dang, Lumbini is experiencing intense rainfall. Stay safe and take necessary precautions. #HeavyRainfall #StaySafe #Dang #Lumbini"
5,Bagmati,Kageshwori Manahora,Heavy Rainfall,Kathmandu,2022-07-03,"Heavy Rainfall at Kandaghari, Kageshwori Manahora Municipality-5","🌧️ Heavy rainfall alert in Kandaghari, Kageshwori Manahora Municipality-5, Kathmandu, Bagmati Province! Stay safe and take necessary precautions. #HeavyRainfall #Kathmandu #BagmatiProvince"
3,Gandaki,Annapurna,Heavy Rainfall,Kaski,2022-07-02,"Heavy Rainfall at Paudurkot, Annapurna Rural Municipality-3","🌧️ Heavy rainfall reported at Paudurkot, Annapurna Rural Municipality-3, Kaski, Gandaki Province. Stay safe and take necessary precautions! #HeavyRainfall #Nepal #SafetyFirst"
8,Koshi,Gauradhaha,Heavy Rainfall,Jhapa,2022-07-01,"Heavy Rainfall at Bairathi, Gauradhaha Municipality-8","🌧️ Heavy rainfall alert in Bairathi, Gauradhaha Municipality-8, Jhapa, Koshi Province! Stay safe and take necessary precautions. #HeavyRainfall #Nepal #NaturalHazard #StaySafe"
1,Koshi,Siddhicharan,Heavy Rainfall,Okhaldhunga,2022-07-01,"Heavy Rainfall at Taluwa, Siddhicharan Municipality-1","🚨 ALERT: Heavy rainfall reported in Taluwa, Siddhicharan Municipality-1, Okhaldhunga 🌧️ Stay safe and be cautious of potential flooding and landslides. #NepalHazardUpdates #HeavyRainfall #Okhaldhunga"
7,Madhesh,Samsi,Heavy Rainfall,Mahottari,2022-06-30,"Heavy Rainfall at Samsigau, Samsi Rural Municipality-7","🚨 ALERT 🚨 Heavy rainfall reported in Samsigau, Samsi Rural Municipality-7, Mahottari. Stay safe and take necessary precautions. #HeavyRainfall #Mahottari #StaySafe"
10,Gandaki,Galyang,Heavy Rainfall,Syangja,2022-06-30,"Heavy Rainfall at Dubindanda, Galyang Municipality-10","🌧️🚨 ALERT: Heavy rainfall wreaks havoc in Dubindanda, Galyang Municipality-10, Syangja, Gandaki Province. Stay safe and take necessary precautions! #HeavyRainfall #Syangja #Gandaki #StaySafe"
