Ward,Province,Municipality,Hazard,District,Incident on,Title,facebook_status
11,Lumbini,Tulsipur,Heavy Rainfall,Dang,9/1/2021,"Heavy Rainfall at Belganer, Tulsipur Submetropolitan City-11","🌧️ Heavy Rainfall Alert 🌧️

📍 Belganer, Tulsipur Submetropolitan City-11, Dang

Attention, residents of Tulsipur Submetropolitan City-11, Dang! 🚨

We regret to inform you that heavy rainfall has been reported in your area. Please take necessary precautions and stay safe.

Date: 9/1/2021
Province: Lumbini
District: Dang
Municipality: Tulsipur
Ward: 11

Keep an eye on the weather updates and follow instructions from local authorities. Stay indoors, avoid flooded areas, and ensure your safety.

#HeavyRainfall #StaySafe #Tulsipur11"
5,Gandaki,Pokhara Lekhnath,Heavy Rainfall,Kaski,9/1/2021,"Heavy Rainfall at jyati marga, Pokhara Lekhnath Metropolitan City-5","🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Jyati Marga, Pokhara Lekhnath Metropolitan City-5! 🚨

We want to inform you that heavy rainfall has been reported in your area today. Please stay indoors and avoid unnecessary travel until the situation improves. Stay safe and take necessary precautions. 💦

#HeavyRainfallAlert #StaySafe #PokharaLekhnathMetropolitanCity"
3,Sudurpashchim,Gaumul,Heavy Rainfall,Bajura,9/1/2021,"Heavy Rainfall at Bhitali, Gaumul Rural Municipality-3","🌧️ Heavy Rainfall Alert 🌧️

📍 Bhitali, Gaumul Rural Municipality-3

⚠️ Attention everyone! We've just received reports of heavy rainfall in Bhitali, Gaumul Rural Municipality-3. Please take necessary precautions and stay safe. Keep an eye on weather updates and follow local authorities' instructions. Stay indoors if possible and avoid any unnecessary travel. Stay safe, everyone! 💙

#HeavyRainfallAlert #StaySafe #Bhitali #GaumulRuralMunicipality"
13,Gandaki,Pokhara Lekhnath,Heavy Rainfall,Kaski,9/1/2021,Heavy Rainfall at Pokhara Lekhnath Metropolitan City-13,"🌧️ Heavy Rainfall at Pokhara Lekhnath Metropolitan City-13 🌧️

Stay safe, everyone! Heavy rainfall has been reported in Pokhara Lekhnath Metropolitan City-13, Kaski district, Gandaki province. Please take necessary precautions and stay indoors until the situation improves. #StaySafe #HeavyRainfall #PokharaLekhnath13 #KaskiDistrict #GandakiProvince"
16,Gandaki,Pokhara Lekhnath,Heavy Rainfall,Kaski,9/1/2021,"Heavy Rainfall at Sangamchoke, Pokhara Lekhnath Metropolitan City-16","🌧️ Heavy rainfall alert! 🌧️

📍 Sangamchoke, Pokhara Lekhnath Metropolitan City-16, Gandaki Province

Stay safe and take necessary precautions as heavy rainfall continues to pour in the area. Keep an eye out for any potential hazards and follow the instructions of local authorities.

#HeavyRainfall #StaySafe #PokharaLekhnath #GandakiProvince"
3,Sudurpashchim,Jagannath,Heavy Rainfall,Bajura,8/31/2021,"Heavy Rainfall at mohati, Jagannath Rural Municipality-3","🌧️ Heavy Rainfall Alert! 🌧️

📍 Mohati, Jagannath Rural Municipality-3, Bajura

⚠️ Attention everyone! We have just received reports of heavy rainfall in Mohati, Jagannath Rural Municipality-3, Bajura. Please take necessary precautions and stay safe!

📅 Incident Date: 8/31/2021
🌍 Province: Sudurpashchim
🏢 Municipality: Jagannath
🏘️ Ward: 3

Stay indoors and avoid unnecessary travel until the weather conditions improve. Don't forget to check on your loved ones and neighbors. Stay safe, everyone! 💙 #HeavyRainfall #StaySafe #Bajura #Jagannath"
17,Lumbini,Ghorahi,Heavy Rainfall,Dang,8/31/2021,"Heavy Rainfall at kagai, Ghorahi Submetropolitan City-17","🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Ghorahi Submetropolitan City-17, Dang! ⚠️

We want to inform you about the heavy rainfall incident that occurred on 8/31/2021 in your area. Please take necessary precautions and stay safe. Keep an eye on local news and official announcements for any updates regarding the situation.

#HeavyRainfall #StaySafe #GhorahiSubmetropolitanCity17 #Dang #Lumbini"
8,Lumbini,Banglachuli,Heavy Rainfall,Dang,8/31/2021,"Heavy Rainfall at dagigaun, Banglachuli Rural Municipality-8","🚨 Urgent Notice 🚨

Attention residents of Dagigaun, Banglachuli Rural Municipality-8! 

We regret to inform you that heavy rainfall has been reported in your area. Please take necessary precautions and stay safe. Stay tuned for further updates.

🌧️ Incident: Heavy Rainfall
📅 Date: 8/31/2021
📍 Location: Dagigaun, Banglachuli Rural Municipality-8
🏞️ Province: Lumbini
🏙️ District: Dang
🏘️ Municipality: Banglachuli
🏡 Ward: 8

#StaySafe #HeavyRainfall #Dagigaun #Banglachuli #Lumbini #Dang"
2,Lumbini,Dangisharan,Heavy Rainfall,Dang,8/31/2021,"Heavy Rainfall at bangalpur, Dangisharan Rural Municipality-2","🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Dangisharan Rural Municipality-2, Dang! ⚠️

We want to inform you about the heavy rainfall that occurred on 8/31/2021 in your area. Please take necessary precautions and stay safe. 🙏

#HeavyRainfallAlert #StaySafe #Dangisharan #Lumbini"
3,Gandaki,Nisikhola,Heavy Rainfall,Baglung,8/31/2021,"Heavy Rainfall at dharkharka, Nisikhola Rural Municipality-3","🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Nisikhola Rural Municipality-3, Baglung! ⚠️

We would like to inform you about the heavy rainfall that occurred in Dharkharka on 8/31/2021. Please take necessary precautions and stay safe.

#HeavyRainfall #Alert #SafetyFirst #NisikholaRuralMunicipality"
11,Gandaki,Galkot,Heavy Rainfall,Baglung,8/30/2021,"Heavy Rainfall at gagdegad , Galkot Municipality-11","🌧️ Just in: Heavy rainfall reported at Gagdegad, Galkot Municipality-11! Stay safe and take necessary precautions. #HeavyRainfall #Gagdegad #Galkot #StaySafe"
1,Bagmati,Suryagadhi,Heavy Rainfall,Nuwakot,8/30/2021,"Heavy Rainfall at morudanda , Suryagadhi Rural Municipality-1","🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Morudanda, Suryagadhi Rural Municipality-1! ⚠️

We would like to inform you that heavy rainfall has been reported in your area. Please take necessary precautions and stay safe.

📅 Incident Date: 8/30/2021
📍 Province: Bagmati
📍 District: Nuwakot
📍 Municipality: Suryagadhi
📍 Ward: 1

Stay indoors, avoid unnecessary travel, and keep an eye on the latest weather updates. Take care of yourselves and your loved ones!

#HeavyRainfall #StaySafe #Nuwakot #Suryagadhi"
8,Madhesh,Sahidnagar,Heavy Rainfall,Dhanusa,8/30/2021,"Heavy Rainfall at nathpatti, Sahidnagar Municipality-8","🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Sahidnagar Municipality-8 in Dhanusa District, Madhesh Province! 

We want to inform you about the heavy rainfall that occurred on 8/30/2021 in Nathpatti area. Please take necessary precautions and stay safe. Stay tuned for further updates. 💦💨

#HeavyRainfallAlert #StaySafe #DhanusaDistrict #MadheshProvince"
2,Madhesh,Balara,Heavy Rainfall,Sarlahi,8/30/2021,"Heavy Rainfall at hathiyol, Balara Municipality-2","🌧️ Heavy Rainfall Alert 🌧️

📍 Location: Hathiyol, Balara Municipality-2
📅 Incident Date: August 30, 2021

⚠️ Attention everyone in Madhesh Province, Sarlahi District ⚠️

We want to inform you about the heavy rainfall reported in Hathiyol, Balara Municipality-2. Please stay safe and take necessary precautions to ensure your well-being. Keep an eye on local news and official announcements for updates.

#HeavyRainfall #StaySafe #SarlahiDistrict #BalaraMunicipality"
17,Lumbini,Ghorahi,Heavy Rainfall,Dang,8/30/2021,"Heavy Rainfall at basisahi, Ghorahi Submetropolitan City-17","🌧️ Heavy Rainfall at Basisahi, Ghorahi Submetropolitan City-17 🌧️

Stay safe, everyone! The heavy rainfall in Basisahi, Ghorahi Submetropolitan City-17, Dang District, Lumbini Province, on 8/30/2021 has caused potential risks. Take necessary precautions and stay updated with local authorities. #StaySafe #HeavyRainfall #DangDistrict"
5,Madhesh,Devtal,Heavy Rainfall,Bara,8/30/2021,"Heavy Rainfall at pipradhi, Devtal Rural Municipality-5","🌧️ Heavy Rainfall Alert 🌧️

📍 Location: Pipradhi, Devtal Rural Municipality-5, Bara
📅 Incident Date: 8/30/2021

⚠️ Attention, residents of Devtal Ward 5! ⚠️

We have received reports of heavy rainfall in your area. Please stay indoors and take necessary precautions to ensure your safety. Avoid crossing flooded areas and keep emergency supplies handy.

Stay tuned for further updates and stay safe! 💙

#HeavyRainfall #SafetyFirst #DevastatingDownpour #StaySafe"
7,Karnali,Gurbhakot,Heavy Rainfall,Surkhet,8/30/2021,"Heavy Rainfall at dabal singh marga, Gurbhakot Municipality-7","🌧️ Heavy rainfall has caused chaos at dabal singh marga, Gurbhakot Municipality-7 in Surkhet district, Karnali province. Stay safe, everyone! 🙏 #HeavyRainfall #Gurbhakot #Surkhet #StaySafe"
14,Lumbini,Tulsipur,Heavy Rainfall,Dang,8/30/2021,Heavy Rainfall at Tulsipur Submetropolitan City-14,"🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Tulsipur Submetropolitan City-14, Dang! 🚨

We want to inform you about the heavy rainfall incident that occurred on 8/30/2021. Stay safe and take necessary precautions to protect yourself and your loved ones. 💦

#HeavyRainfall #StaySafe #TulsipurSubmetropolitanCity14 #Dang #Lumbini"
1,Madhesh,Prasauni,Heavy Rainfall,Bara,8/30/2021,"Heavy Rainfall at hariharpur, Prasauni Rural Municipality-1","🌧️ Heavy Rainfall Alert 🌧️

⚠️ Attention, residents of Hariharpur, Prasauni Rural Municipality-1! ⚠️

We want to inform you about the heavy rainfall incident that occurred on 8/30/2021 in your area. The Madhesh province, specifically Bara district, has been affected by this natural hazard.

Please take necessary precautions and stay safe during this challenging time. We are closely monitoring the situation and will keep you updated with any further developments.

#StaySafe #HeavyRainfall #PrasauniRuralMunicipality #BaraDistrict"
1,Madhesh,Rajgadh,Heavy Rainfall,Saptari,8/30/2021,Heavy Rainfall at Rajgadh Rural Municipality-1,"🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Rajgadh Rural Municipality-1 in Saptari district, Madhesh province! 

We want to inform you about the heavy rainfall incident that occurred on 8/30/2021 in your area. Please stay safe and take necessary precautions. 

For assistance, contact local authorities or emergency services. Stay tuned for further updates!

#RajgadhRainfall #StaySafe #MadheshProvince #SaptariDistrict"
1,Madhesh,Brindaban,Heavy Rainfall,Rautahat,8/29/2021,"Heavy Rainfall at dhangadhi, Brindaban Municipality-1","🌧️ Heavy Rainfall at Dhangadhi, Brindaban Municipality-1 🌧️

Stay safe, everyone! Heavy rainfall has been reported in Dhangadhi, Brindaban Municipality-1. Please take necessary precautions and stay indoors until the weather improves. Our thoughts are with the residents of Madhesh, Rautahat, and particularly Brindaban Ward-1. #StaySafe #HeavyRainfall #BrindabanMunicipality"
5,Madhesh,Pacharauta,Heavy Rainfall,Bara,8/29/2021,"Heavy Rainfall at belbari, Pacharauta Municipality-5","🚨 Urgent Notice 🚨

Attention, residents of Pacharauta Municipality-5, Bara District! 

⛈️ We regret to inform you that heavy rainfall has been reported in Belbari area. Please take necessary precautions and stay indoors until further notice. 

🌧️ Stay safe and stay tuned for updates. We are closely monitoring the situation. 

#HeavyRainfall #BaraDistrict #StaySafe"
8,Madhesh,Simraungadh,Heavy Rainfall,Bara,8/29/2021,"Heavy Rainfall at karcharwa, Simraungadh Municipality-8","🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Simraungadh Municipality-8, Bara district! 📢

We want to inform you about the heavy rainfall incident that occurred on 8/29/2021 in your area. Please take necessary precautions and stay safe during this time. 🚧

For any emergency assistance, please contact the local authorities. 📞

#HeavyRainfall #StaySafe #SimraungadhMunicipality8 #BaraDistrict"
4,Madhesh,Suwarna,Heavy Rainfall,Bara,8/29/2021,"Heavy Rainfall at hardiy, Suwarna Rural Municipality-4","🌧️ Heavy Rainfall at Hardiy, Suwarna Rural Municipality-4 🌧️

We regret to inform you that Hardiy in Suwarna Rural Municipality-4, Bara district, Madhesh province, has been hit by heavy rainfall today. Please take necessary precautions and stay safe. Our thoughts are with the affected community. 🙏 #HeavyRainfall #StaySafe #SuwarnaRuralMunicipality"
4,Lumbini,Bansagadhi,Heavy Rainfall,Bardiya,8/29/2021,Heavy Rainfall at Bansagadhi Municipality-4,"🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Bansagadhi Municipality-4, Bardiya! 

We want to inform you that heavy rainfall has been reported in your area today. Please take necessary precautions and stay safe. Stay tuned for further updates. 

#HeavyRainfall #StaySafe #BansagadhiMunicipality4 #Bardiya"
7,Madhesh,Rajpur,Heavy Rainfall,Rautahat,8/29/2021,"Heavy Rainfall at akolawa, Rajpur Municipality-7","🌧️ Heavy Rainfall Alert! 🌧️

Stay safe, folks! Akolawa in Rajpur Municipality-7, Rautahat, Madhesh is experiencing heavy rainfall today. Make sure to take necessary precautions and stay indoors until the weather improves. Stay tuned for further updates!

#HeavyRainfall #StaySafe #Rautahat #Madhesh"
5,Bagmati,Suryabinayak,Heavy Rainfall,Bhaktapur,8/29/2021,"Heavy Rainfall at katunje, Suryabinayak Municipality-5","🌧️ Heavy Rainfall Alert 🌧️

📍 Location: Katunje, Suryabinayak Municipality-5
📅 Incident Date: 8/29/2021
🏞️ Province: Bagmati
🏘️ District: Bhaktapur
🏢 Municipality: Suryabinayak
🗺️ Ward: 5

⚠️ Attention everyone! Heavy rainfall has been reported in Katunje, Suryabinayak Municipality-5. Please take necessary precautions and stay safe. Stay tuned for further updates!

#HeavyRainfall #SafetyFirst #StaySafe"
3,Lumbini,Gulmidarbar,Heavy Rainfall,Gulmi,8/29/2021,"Heavy Rainfall at pukhe, Gulmidarbar Rural Municipality-3","🌧️ Heavy Rainfall Alert! 🌧️

Stay safe, folks! ⚠️

We've received reports of heavy rainfall in Pukhe, Gulmidarbar Rural Municipality-3, Gulmi district, Lumbini Province. Please take necessary precautions and stay updated with local authorities.

Date: 8/29/2021
#HeavyRainfall #StaySafe #GulmiDistrict"
5,Lumbini,Dhurkot,Heavy Rainfall,Gulmi,8/29/2021,"Heavy Rainfall at Tusarpani, Dhurkot Rural Municipality-5","🌧️🚨 Breaking News 🚨🌧️

Attention residents of Tusarpani, Dhurkot Rural Municipality-5, Gulmi District, Lumbini Province! ⚠️

We are experiencing heavy rainfall in your area today. Please stay indoors and take necessary precautions to ensure your safety. 🏠☔️

Stay tuned for further updates. Stay safe, everyone! 🙏 #HeavyRainfall #StaySafe #GulmiDistrict #LumbiniProvince"
14,Lumbini,Tillotama,Heavy Rainfall,Rupandehi,8/29/2021,"Heavy Rainfall at pamhapur, Tillotama Municipality-14","🌧️ Heavy Rainfall at Pamhapur, Tillotama Municipality-14 🌧️

Stay alert, everyone! Heavy rainfall has been reported in Pamhapur, Tillotama Municipality-14, in Rupandehi district, Lumbini province. Please take necessary precautions and stay safe. 🚧💦 #HeavyRainfall #StaySafe #TillotamaMunicipality14 #Rupandehi #Lumbini"
3,Lumbini,Butwal,Heavy Rainfall,Rupandehi,8/29/2021,"Heavy Rainfall at bhaisitole, Butwal Submetropolitan City-3","🌧️ Heavy Rainfall Alert! 🌧️

Stay safe, Butwal! ⚠️

We have received reports of heavy rainfall in Bhaisitole, Butwal Submetropolitan City-3. Please take necessary precautions and stay indoors. Keep an eye on updates from local authorities. 🏠💦

#HeavyRainfall #StaySafe #Butwal #Lumbini #Rupandehi #Ward3"
6,Lumbini,Ghorahi,Heavy Rainfall,Dang,8/29/2021,"Heavy Rainfall at lakhwar, Ghorahi Submetropolitan City-6","🌧️ Heavy Rainfall at Lakhwar, Ghorahi Submetropolitan City-6 🌧️

We would like to inform everyone that on 8/29/2021, Lakhwar in Ghorahi Submetropolitan City-6, Dang, Lumbini Province experienced heavy rainfall. Please stay safe and take necessary precautions. #HeavyRainfall #StaySafe #GhorahiSubmetropolitanCity6 #Lumbini #Dang"
5,Lumbini,Ghorahi,Heavy Rainfall,Dang,8/29/2021,"Heavy Rainfall at pipaltakure, Ghorahi Submetropolitan City-5","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, everyone! Heavy rainfall has been reported in Pipaltakure, Ghorahi Submetropolitan City-5. Please take necessary precautions and stay indoors until further notice. Our thoughts are with the residents of Lumbini Province, Dang District, Ghorahi Municipality Ward 5. #StaySafe #RainfallAlert #GhorahiSubmetropolitanCity5"
1,Lumbini,Rajpur,Heavy Rainfall,Dang,8/29/2021,"Heavy Rainfall at kaberuwa, Rajpur Rural Municipality-1","🌧️ Heavy Rainfall at Kaberuwa, Rajpur Rural Municipality-1 🌧️

We are closely monitoring the situation as heavy rainfall hits Kaberuwa in Rajpur Rural Municipality-1. Stay safe and stay indoors!

#HeavyRainfall #StaySafe #RajpurRuralMunicipality"
5,Sudurpashchim,Dunhu,Heavy Rainfall,Darchula,8/29/2021,"Heavy Rainfall at dalla, Dunhu Rural Municipality-5","🌧️ Just in: Heavy rainfall reported at Dalla, Dunhu Rural Municipality-5! Stay safe, everyone! 💦💨 #HeavyRainfall #Darchula #Sudurpashchim"
5,Sudurpashchim,Apihimal,Heavy Rainfall,Darchula,8/29/2021,"Heavy Rainfall at okhal, Apihimal Rural Municipality-5","🌧️ Heavy Rainfall Alert 🌧️

📍 Location: Okhal, Apihimal Rural Municipality-5, Darchula, Sudurpashchim

🚨 Incident Date: 8/29/2021

Stay safe, everyone! Due to heavy rainfall in our area, please be cautious and take necessary precautions. Stay indoors, avoid unnecessary travel, and stay updated with local authorities. Your safety is our priority! 💙 #HeavyRainfallAlert #StaySafe #Okhal #Apihimal #Darchula #Sudurpashchim"
12,Lumbini,Ramgram,Heavy Rainfall,Nawalparasi West,8/28/2021,"Heavy Rainfall at Bandevi, Ramgram Municipality-12","🌧️🌧️ Heavy Rainfall at Bandevi, Ramgram Municipality-12 🌧️🌧️

⚠️⚠️ Incident Alert ⚠️⚠️

We would like to inform the residents of Bandevi, Ramgram Municipality-12, Nawalparasi West, Lumbini Province that heavy rainfall has been reported in your area on 8/28/2021. Please take necessary precautions and stay safe.

#HeavyRainfall #NawalparasiWest #RamgramMunicipality12 #StaySafe"
3,Lumbini,Pratappur,Heavy Rainfall,Nawalparasi West,8/28/2021,"Heavy Rainfall at Amahawa, Pratappur Rural Municipality-3","🌧️ Heavy Rainfall Alert 🌧️

⚠️ Attention residents of Amahawa, Pratappur Rural Municipality-3! ⚠️

We would like to inform you that heavy rainfall has been reported in your area. Please take necessary precautions and stay safe.

📅 Incident Date: 8/28/2021
📍 Province: Lumbini
🏞️ District: Nawalparasi West
🏘️ Municipality: Pratappur
🏢 Ward: 3

Stay indoors, avoid unnecessary travel, and keep an eye out for any updates from local authorities. We hope everyone stays safe and sound! 💙 #HeavyRainfall #StaySafe"
5,Gandaki,Harinas,Heavy Rainfall,Syangja,8/28/2021,"Heavy Rainfall at Khopa, Harinas Rural Municipality-5","🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Khopa, Harinas Rural Municipality-5! ⚠️

We want to inform you that heavy rainfall has been reported in your area. Please take necessary precautions and stay safe. 

Date: 8/28/2021
Province: Gandaki
District: Syangja
Municipality: Harinas
Ward: 5

Stay indoors and avoid unnecessary travels until the situation improves. Stay tuned for further updates!

#HeavyRainfall #StaySafe #Khopa #Harinas #Syangja"
11,Koshi,Katari,Heavy Rainfall,Udayapur,8/28/2021,"Heavy Rainfall at Hardeni, Katari Municipality-11","🚨 Urgent Alert 🚨
🌧️ Heavy Rainfall at Hardeni, Katari Municipality-11 🌧️

We would like to inform the residents of Koshi Province, Udayapur District, and specifically Katari Municipality-11, about the heavy rainfall incident that occurred on 8/28/2021. Please stay safe and take necessary precautions. Our thoughts are with you during this challenging time.

#HeavyRainfall #Udayapur #StaySafe #KatariMunicipality11"
5,Lumbini,Tansen,Heavy Rainfall,Palpa,8/28/2021,"Heavy Rainfall at Kailash Nagar, Tansen Municipality-5","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, Kailash Nagar! ⚠️🏘️

We have received reports of heavy rainfall in Tansen Municipality-5, Palpa, Lumbini Province. Please take necessary precautions and stay indoors until the situation improves. 🏡💦

#HeavyRainfall #StaySafe #Palpa #Lumbini"
4,Lumbini,Pyuthan,Heavy Rainfall,Pyuthan,8/28/2021,"Heavy Rainfall at Jumri, Pyuthan Municipality-4","🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Jumri, Pyuthan Municipality-4! ⚠️

We regret to inform you that heavy rainfall has been reported in your area. Please take necessary precautions and stay safe.

🗓️ Incident Date: 8/28/2021
🌍 Province: Lumbini
📍 District: Pyuthan
🏘️ Municipality: Pyuthan
🏢 Ward: 4

Stay indoors, avoid unnecessary travel, and keep an eye on local weather updates. Our thoughts are with you during this challenging time. 💙

#HeavyRainfall #StaySafe #Jumri #Pyuthan"
1,Madhesh,Chandranagar,Heavy Rainfall,Sarlahi,8/27/2021,"Heavy Rainfall at Ratnapur, Chandranagar Rural Municipality-1","🌧️ Heavy Rainfall Alert 🌧️

⚠️ Ratnapur, Chandranagar Rural Municipality-1, Sarlahi District, Madhesh Province, experienced heavy rainfall on 8/27/2021. 

Stay safe and take necessary precautions! 💦🌧️ #HeavyRainfall #SafetyFirst #StaySafe"
13,Karnali,Dullu,Heavy Rainfall,Dailekh,8/27/2021,"Heavy Rainfall at Gaida, Dullu Municipality-13","🚨 Urgent Update 🚨

Attention residents of Gaida, Dullu Municipality-13! 🌧️

We regret to inform you that heavy rainfall has been reported in your area. Please stay alert and take necessary precautions to ensure your safety. 🙏

Date: 8/27/2021
Province: Karnali
District: Dailekh
Municipality: Dullu
Ward: 13

Please stay indoors and avoid crossing flooded areas. Keep emergency numbers handy and be prepared for any situation. Stay safe, everyone! 💙 #StaySafe #HeavyRainfall #DulluMunicipality13"
12,Lumbini,Kapilbastu,Heavy Rainfall,Kapilbastu,8/27/2021,"Heavy Rainfall at Chauraha, Kapilbastu Municipality-12","🌧️ Heavy Rainfall Alert! 🌧️

Attention everyone in Kapilbastu Municipality-12! 🚨

We want to inform you about the heavy rainfall incident that occurred today in Chauraha. Please stay safe and be cautious while traveling in this area. 🌧️💦

#StaySafe #HeavyRainfall #KapilbastuMunicipality12"
3,Karnali,Thantikandh,Heavy Rainfall,Dailekh,8/27/2021,"Heavy Rainfall at Suiya, Thantikandh Rural Municipality-3","🌧️ Heavy Rainfall at Suiya, Thantikandh Rural Municipality-3 🌧️

Stay alert, everyone! There has been heavy rainfall in Suiya, Thantikandh Rural Municipality-3, Dailekh. Please take necessary precautions and stay safe. #HeavyRainfall #StaySafe #Dailekh"
2,Sudurpashchim,Krishnapur,Heavy Rainfall,Kanchanpur,8/27/2021,Heavy Rainfall at Krishnapur Municipality-2,"🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Krishnapur Municipality-2, Kanchanpur! 

We want to inform you about the heavy rainfall incident that occurred on 8/27/2021. The Sudurpashchim province experienced intense rainfall, leading to potential risks and hazards. Please stay safe and take necessary precautions to ensure your well-being.

#StaySafe #KrishnapurMunicipality #HeavyRainfall"
6,Sudurpashchim,Chure,Heavy Rainfall,Kailali,8/27/2021,"Heavy Rainfall at Mathuriya, Chure Rural Municipality-6","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, Mathuriya! ⚠️
Chure Rural Municipality-6, Kailali, Sudurpashchim Province is experiencing heavy rainfall today. Please take necessary precautions and stay indoors. Stay tuned for further updates. 💦

#HeavyRainfall #StaySafe #Mathuriya #ChureRuralMunicipality6 #Kailali #Sudurpashchim"
5,Sudurpashchim,Chure,Heavy Rainfall,Kailali,8/27/2021,"Heavy Rainfall at Gopale, Chure Rural Municipality-5","🚨 Urgent Alert 🚨
Attention residents of Gopale, Chure Rural Municipality-5! Heavy rainfall has been reported in your area. Please stay indoors and take necessary precautions to ensure your safety. Stay tuned for further updates. #StaySafe #GopaleRainfall #ChureRuralMunicipality5 #Kailali #Sudurpashchim"
2,Madhesh,Kaudena,Heavy Rainfall,Sarlahi,8/27/2021,"Heavy Rainfall at Inaruwa, Kaudena Rural Municipality-2","🌧️ Heavy Rainfall Alert in Inaruwa, Kaudena Rural Municipality-2! 🌧️

⚠️ On 8/27/2021, the Madhesh province, Sarlahi district experienced heavy rainfall in Inaruwa, Kaudena Rural Municipality-2. Stay safe and be prepared for possible flooding and landslides. 🚧

#HeavyRainfall #Inaruwa #Kaudena #StaySafe #Madhesh #Sarlahi"
5,Madhesh,Bariyarpatti,Heavy Rainfall,Siraha,8/27/2021,"Heavy Rainfall at jijhol, Bariyarpatti Rural Municipality-5","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, everyone! Heavy rainfall has been reported in Jijhol, Bariyarpatti Rural Municipality-5, Siraha district. Please take necessary precautions and avoid unnecessary travel. Stay tuned for further updates.

#HeavyRainfallAlert #StaySafe #SirahaDistrict #Bariyarpatti #Madhesh"
4,Madhesh,Nawarajpur,Heavy Rainfall,Siraha,8/27/2021,Heavy Rainfall at Nawarajpur Rural Municipality-4,"🌧️ Heavy Rainfall Alert 🌧️

Attention residents of Nawarajpur Rural Municipality-4 in Siraha district, Madhesh Province! 

⚠️ We have received reports of heavy rainfall in your area. Please take necessary precautions and stay safe. 

📅 Incident Date: 8/27/2021
📍 Municipality: Nawarajpur
🏢 Ward: 4

Stay indoors, avoid unnecessary travel, and keep an eye out for any updates or warnings from local authorities. Take care, and let's hope for the weather to improve soon! 🙏

#HeavyRainfall #StaySafe #Nawarajpur #Siraha #Madhesh"
4,Lumbini,Sunwal,Heavy Rainfall,Nawalparasi West,8/27/2021,"Heavy Rainfall at Turiya, Sunwal Municipality-4","🌧️ Heavy Rainfall at Turiya, Sunwal Municipality-4 🌧️

Stay safe, everyone! The Turiya area in Sunwal Municipality-4, Nawalparasi West, Lumbini Province, experienced heavy rainfall on 8/27/2021. Take necessary precautions and stay updated with local authorities. #StaySafe #NawalparasiWest #HeavyRainfall"
5,Koshi,Arun,Heavy Rainfall,Bhojpur,8/27/2021,"Heavy Rainfall at mangsuwa, Arun Rural Municipality-5","🌧️ Heavy rainfall alert! 🌧️

We want to inform our community in Arun Rural Municipality-5, Bhojpur, Koshi Province, that heavy rainfall has been reported in Mangsuwa. Please stay safe and take necessary precautions. Keep an eye on the weather updates and follow the instructions from local authorities. Stay indoors if possible and avoid crossing flooded areas.

#StaySafe #HeavyRainfall #Bhojpur #ArunRuralMunicipality"
10,Lumbini,Tulsipur,Heavy Rainfall,Dang,8/27/2021,"Heavy Rainfall at Bangau, Tulsipur Submetropolitan City-10","🌧️ Just in: Heavy rainfall has been reported in Bangau, Tulsipur Submetropolitan City-10, Dang. Stay safe, everyone! #HeavyRainfall #StaySafe #Dang #Lumbini"
7,Gandaki,Galyang,Heavy Rainfall,Syangja,8/27/2021,"Heavy Rainfall at Tolatung, Galyang Municipality-7","🌧️🚨 ALERT: Heavy Rainfall at Tolatung, Galyang Municipality-7 🚨🌧️

We want to inform the residents of Galyang Municipality-7, Syangja District, Gandaki Province, about the heavy rainfall incident that occurred on 8/27/2021. Please stay safe and take necessary precautions during this time. Stay tuned for updates!

#HeavyRainfall #StaySafe #GalyangMunicipality7 #Syangja #Gandaki"
4,Koshi,Solududhakunda,Heavy Rainfall,Solukhumbu,8/27/2021,"Heavy Rainfall at Phaplu, Solududhakunda Municipality-4","🌧️ Heavy Rainfall Alert! 🌧️

Attention residents of Phaplu, Solududhakunda Municipality-4! ⚠️

We would like to inform you that heavy rainfall has been reported in your area today. Please take necessary precautions and stay safe. 🌧️💦

Date: 8/27/2021
Province: Koshi
District: Solukhumbu
Municipality: Solududhakunda
Ward: 4

Stay indoors, avoid flooded areas, and keep emergency numbers handy. Stay updated for further updates. 📢🚨

#HeavyRainfall #StaySafe #Phaplu #Solududhakunda"
