Ward,Province,Municipality,Hazard,District,Incident on,Title,instagram_status
11,Madhesh,Godaita,Heavy Rainfall,Sarlahi,7/2/2021,"Heavy Rainfall at Madhopur, Godaita Municipality-11","🌧️ Heavy Rainfall Alert 🌧️

📍 Madhopur, Godaita Municipality-11

Stay safe, everyone! Heavy rainfall has been reported in Madhopur, Godaita Municipality-11, Sarlahi district, Madhesh province. Please take necessary precautions and stay indoors. Our thoughts are with the affected community. 🙏 #HeavyRainfall #StaySafe #SarlahiDistrict #MadheshProvince #GodaitaMunicipality11"
5,Koshi,Sotang,Heavy Rainfall,Solukhumbu,7/2/2021,"Heavy Rainfall at tikldhunga, Sotang Rural Municipality-5","🌧️ Heavy Rainfall at tikldhunga, Sotang Rural Municipality-5 🌧️

🚨 Incident Alert 🚨
Date: 7/2/2021
Province: Koshi
District: Solukhumbu
Municipality: Sotang
Ward: 5

Stay safe and take necessary precautions! 💙 #HeavyRainfall #Solukhumbu #SafetyFirst"
8,Madhesh,Ishworpur,Heavy Rainfall,Sarlahi,7/1/2021,"Heavy Rainfall at Manaharwa, Ishworpur Municipality-8","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, everyone! Heavy rainfall has been reported in Manaharwa, Ishworpur Municipality-8, Sarlahi district. Please take necessary precautions and stay indoors. Remember to stay updated with the latest weather updates from local authorities. #RainfallAlert #StaySafe #Sarlahi #Madhesh"
4,Madhesh,Ramnagar,Heavy Rainfall,Sarlahi,7/1/2021,"Heavy Rainfall at Bahuarba, Ramnagar Rural Municipality-4","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, folks! 💦 Heavy rainfall has hit Bahuarba, Ramnagar Rural Municipality-4 in Sarlahi district, Madhesh Province. Please take necessary precautions and stay indoors until the weather settles. 🏠💨

#HeavyRainfall #StaySafe #Bahuarba #Ramnagar #Sarlahi #Madhesh #Nepal"
10,Bagmati,Mahalaxmi,Heavy Rainfall,Lalitpur,7/1/2021,"Heavy Rainfall at Phedi Khola, Mahalaxmi Municipality-10","🌧️ Heavy Rainfall Alert 🌧️

📍 Phedi Khola, Mahalaxmi Municipality-10, Lalitpur

Stay safe, folks! Heavy rainfall has been reported in Phedi Khola, Lalitpur. Please take necessary precautions and stay indoors. Keep an eye on weather updates for your safety. 🚧💦

#HeavyRainfall #StaySafe #Lalitpur #MahalaxmiMunicipality #BagmatiProvince #WeatherUpdate"
6,Bagmati,Jwalamukhi,Heavy Rainfall,Dhading,7/1/2021,"Heavy Rainfall at Okhare, Jwalamukhi Rural Municipality-6","🌧️ Heavy Rainfall at Okhare, Jwalamukhi Rural Municipality-6 🌧️

📅 Incident on: 7/1/2021
📍 Province: Bagmati
🏞️ District: Dhading
🏢 Municipality: Jwalamukhi
🏘️ Ward: 6

Stay safe, everyone! Remember to take necessary precautions during heavy rainfall. 💦 #Okhare #Jwalamukhi #HeavyRainfall #StaySafe"
9,Bagmati,Rapti,Heavy Rainfall,Chitwan,7/1/2021,"Heavy Rainfall at Rasauli, Rapti Municipality-9","🌧️ Heavy Rainfall Update 🌧️

📍Rasauli, Rapti Municipality-9
📅 Incident Date: 7/1/2021

Attention, everyone! Rasauli in Rapti Municipality-9, Chitwan, has experienced heavy rainfall. Stay safe and take necessary precautions. Our thoughts are with the affected community. 💙 #HeavyRainfall #StaySafe #Chitwan #RaptiMunicipality"
6,Madhesh,Gadhimai,Heavy Rainfall,Rautahat,7/1/2021,"Heavy Rainfall at Sigarman, Gadhimai Municipality-6","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, Sigarman! ⛈️🏘️

We regret to inform you that Sigarman, Gadhimai Municipality-6, Rautahat District, Madhesh Province, is currently experiencing heavy rainfall. Please take necessary precautions and stay indoors until the weather improves. 🌧️🏡

#SafetyFirst #HeavyRainfall #StayIndoors #Sigarman #Gadhimai #Rautahat #Madhesh"
2,Madhesh,Jaleswor,Heavy Rainfall,Mahottari,7/1/2021,"Heavy Rainfall at Mahendrachock, Jaleswor Municipality-2","🌧️ Heavy Rainfall Alert 🌧️

📍 Mahendrachock, Jaleswor Municipality-2

Stay prepared, folks! Heavy rainfall has been reported in Mahendrachock, Jaleswor Municipality-2. Take necessary precautions and stay safe. 🙏

#HeavyRainfall #Alert #StaySafe #Mahendrachock #JalesworMunicipality2 #Madhesh #Mahottari #NaturalHazard"
6,Gandaki,Bhanu,Heavy Rainfall,Tanahu,7/1/2021,"Heavy Rainfall at Padke Pasal, Bhanu Municipality-6","🌧️ Heavy Rainfall at Padke Pasal, Bhanu Municipality-6 🌧️

📅 Incident on: 7/1/2021
📍 Province: Gandaki
🏞️ District: Tanahu
🏢 Municipality: Bhanu
🌆 Ward: 6

Stay safe and take necessary precautions during heavy rainfall! 💦💨 #HeavyRainfall #StaySafe #BhanuMunicipality #Tanahu #GandakiProvince"
10,Koshi,Barah,Heavy Rainfall,Sunsari,7/1/2021,"Heavy Rainfall at Prakashpur, Barah Municipality-10","🌧️ Heavy Rainfall Alert 🌧️

📍 Prakashpur, Barah Municipality-10, Sunsari

We're experiencing heavy rainfall in Prakashpur, Barah Municipality-10, Sunsari. Please stay safe and take necessary precautions. Stay tuned for further updates! 💦🌧️ #HeavyRainfall #StaySafe #Prakashpur #BarahMunicipality10 #Sunsari"
1,Bagmati,Kailash,Heavy Rainfall,Makwanpur,7/1/2021,"Heavy Rainfall at Sauratole, Kailash Rural Municipality-1","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, everyone! Heavy rainfall has hit Sauratole in Kailash Rural Municipality-1, Makwanpur. Take necessary precautions and stay indoors. Our thoughts are with the people of Kailash Ward 1, Bagmati Province. #HeavyRainfall #StaySafe #BagmatiProvince #MakwanpurDistrict #KailashRuralMunicipality1"
3,Madhesh,Kaudena,Heavy Rainfall,Sarlahi,7/1/2021,"Heavy Rainfall at Parsagaun, Kaudena Rural Municipality-3","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, Parsagaun! ⚠️

We regret to inform you that Parsagaun, Kaudena Rural Municipality-3, Sarlahi District, Madhesh Province, is experiencing heavy rainfall. Please take necessary precautions and stay indoors until the weather conditions improve. 🏠💦

#StaySafe #HeavyRainfall #SarlahiDistrict #KaudenaMunicipality"
3,Lumbini,Pratappur,Heavy Rainfall,Nawalparasi West,6/30/2021,Heavy Rainfall at Pratappur Rural Municipality-3,"🌧️ Heavy Rainfall Alert 🌧️

💦 Pratappur Rural Municipality-3 in Nawalparasi West, Lumbini Province, experienced heavy rainfall on 6/30/2021. Stay safe and take necessary precautions. 💦

#HeavyRainfall #StaySafe #NawalparasiWest #PratappurRuralMunicipality #LumbiniProvince"
3,Madhesh,Hariwan,Heavy Rainfall,Sarlahi,6/30/2021,"Heavy Rainfall at Dhaptole, Hariwan Municipality-3","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, everyone! ⚠️ Dhaptole in Hariwan Municipality-3, Sarlahi, Madhesh, is experiencing heavy rainfall today. Take necessary precautions and stay indoors. 🏠💦

#HeavyRainfall #StaySafe #Sarlahi #Hariwan #Madhesh #Nepal"
8,Madhesh,Rajpur,Heavy Rainfall,Rautahat,6/30/2021,"Heavy Rainfall at Baluwa, Rajpur Municipality-8","🌧️🌧️ Heavy Rainfall Alert 🌧️🌧️

📍 Baluwa, Rajpur Municipality-8, Rautahat, Madhesh 📍

Stay safe everyone! Heavy rainfall has been reported in Baluwa, Rajpur Municipality-8. Take necessary precautions and stay indoors until the weather improves. Stay tuned for updates! 💦💨 #HeavyRainfall #StaySafe #Rautahat #Madhesh"
2,Madhesh,Gaur,Heavy Rainfall,Rautahat,6/30/2021,"Heavy Rainfall at Musahar Tole, Gaur Municipality-2","🌧️ Heavy Rainfall Alert 🌧️

📍 Musahar Tole, Gaur Municipality-2

Stay safe, everyone! Heavy rainfall has been reported in Musahar Tole, Gaur Municipality-2, Rautahat District, Madhesh Province. Please take necessary precautions and stay indoors. 🏠

#HeavyRainfall #StaySafe #GaurMunicipality #RautahatDistrict #MadheshProvince"
4,Madhesh,Baudhimai,Heavy Rainfall,Rautahat,6/30/2021,"Heavy Rainfall at Inarbari, Baudhimai Municipality-4","🌧️ Heavy Rainfall Alert 🌧️

📍 Inarbari, Baudhimai Municipality-4, Rautahat, Madhesh 🇳🇵

Stay cautious, Inarbari! Heavy rainfall is expected today. Take necessary precautions and stay safe. Don't forget to keep emergency numbers handy. 💦🌧️

#HeavyRainfall #SafetyFirst #StayAlert #BaudhimaiMunicipality #Rautahat #Madhesh #Ward4"
6,Madhesh,Malangawa,Heavy Rainfall,Sarlahi,6/30/2021,"Heavy Rainfall at Khutauna, Malangawa Municipality-6","🌧️ Heavy Rainfall at Khutauna, Malangawa Municipality-6 🌧️

Date: 6/30/2021
Province: Madhesh
District: Sarlahi
Municipality: Malangawa
Ward: 6

Stay safe and take necessary precautions during this heavy rainfall in Khutauna. Remember to avoid flooded areas and stay indoors if possible. 🌧️💦 #HeavyRainfall #StaySafe #Khutauna #Malangawa #Sarlahi"
3,Madhesh,Adarshkotwal,Heavy Rainfall,Bara,6/30/2021,Heavy Rainfall at Adarshkotwal Rural Municipality-3,"🌧️ Heavy Rainfall at Adarshkotwal Rural Municipality-3 🌧️
📅 Incident on: 6/30/2021
📍 Province: Madhesh
🏞️ District: Bara
🏘️ Municipality: Adarshkotwal
🏢 Ward: 3

Stay safe and take necessary precautions during this heavy rainfall. Keep an eye out for any updates from local authorities. 💦 #HeavyRainfall #Adarshkotwal #StaySafe"
4,Bagmati,Bhimphedi,Heavy Rainfall,Makwanpur,6/29/2021,"Heavy Rainfall at Jyalatar, Bhimphedi Rural Municipality-4","🌧️🚨 Heavy Rainfall Alert 🚨🌧️

Stay safe, Bhimphedi! 💦💨

We want to inform you about the heavy rainfall incident that occurred on 6/29/2021 in Jyalatar, Bhimphedi Rural Municipality-4, Makwanpur district, Bagmati province. 

Please take necessary precautions and stay tuned for further updates. 🙏🏼💙

#HeavyRainfall #StaySafe #Bhimphedi #Makwanpur #Bagmati #NaturalHazard #Alert"
2,Lumbini,Pyuthan,Heavy Rainfall,Pyuthan,6/28/2021,"Heavy Rainfall at Chitikhola, Pyuthan Municipality-2","🌧️ Heavy Rainfall Alert 🌧️

📍 Chitikhola, Pyuthan Municipality-2

Stay safe, Pyuthan! Heavy rainfall has been reported in Chitikhola, Pyuthan Municipality-2. Take necessary precautions and stay indoors until the weather improves. Stay tuned for updates. 💦☔

#HeavyRainfall #StaySafe #Pyuthan #Lumbini #Chitikhola #Alert"
4,Lumbini,Pratappur,Heavy Rainfall,Nawalparasi West,6/25/2021,"Heavy Rainfall at Harsapura, Pratappur Rural Municipality-4","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, Harsapura! ⚠️🏘️

We're closely monitoring the heavy rainfall situation in Harsapura, Pratappur Rural Municipality-4, Nawalparasi West. Please take necessary precautions and stay indoors until further notice. 🚧💦

#HeavyRainfall #StaySafe #Pratappur #NawalparasiWest #Lumbini"
8,Gandaki,Galkot,Heavy Rainfall,Baglung,6/24/2021,"Heavy Rainfall at Jyamiri, Galkot Municipality-8","🌧️ Heavy Rainfall at Jyamiri, Galkot Municipality-8 🌧️

Stay safe, everyone! Heavy rainfall has been reported in Jyamiri, Galkot Municipality-8, Baglung District, Gandaki Province. Please take necessary precautions and stay indoors. #HeavyRainfall #StaySafe #GalkotMunicipality8 #BaglungDistrict #GandakiProvince"
4,Lumbini,Rampur,Heavy Rainfall,Palpa,6/23/2021,"Heavy Rainfall at Gijingdanda, Rampur Municipality-4","🌧️ Heavy Rainfall at Gijingdanda, Rampur Municipality-4 🌧️

📅 Incident on: 6/23/2021
📍 Province: Lumbini
🏞️ District: Palpa
🏢 Municipality: Rampur
🏘️ Ward: 4

Stay safe, everyone! The heavy rainfall in Gijingdanda, Rampur Municipality-4 has brought about some challenging conditions. Let's be cautious and look out for one another during this time. 🙏 #HeavyRainfall #StaySafe #RampurMunicipality"
7,Bagmati,Gaurishankar,Heavy Rainfall,Dolakha,6/23/2021,"Heavy Rainfall at Koplang, Gaurishankar Rural Municipality-7","🌧️ Heavy Rainfall Update 🌧️

📍 Koplang, Gaurishankar Rural Municipality-7, Dolakha

📅 Incident on: 6/23/2021

🌍 Province: Bagmati

🌆 District: Dolakha

💦 Stay safe, everyone! The heavy rainfall in Koplang, Gaurishankar Rural Municipality-7, Dolakha has caused concern. Remember to take necessary precautions and stay informed about the latest updates. Our thoughts are with the affected community. 🙏 #HeavyRainfall #StaySafe #Koplang #Gaurishankar #Dolakha"
19,Madhesh,Kalaiya,Heavy Rainfall,Bara,6/22/2021,"Heavy Rainfall at Pachanpur, Kalaiya Submetropolitan City-19","🌧️ Heavy Rainfall Alert 🌧️

📍 Pachanpur, Kalaiya Submetropolitan City-19

Stay safe, everyone! Heavy rainfall has been reported in Pachanpur, Kalaiya Submetropolitan City-19. Please take necessary precautions and stay indoors. Follow local authorities for updates. #HeavyRainfall #StaySafe #Kalaiya #Bara #Madhesh"
3,Lumbini,Madane,Heavy Rainfall,Gulmi,6/21/2021,"Heavy Rainfall at Sirseni, Madane Rural Municipality-3","🌧️ Heavy Rainfall Alert 🌧️

📍 Sirseni, Madane Rural Municipality-3
📅 Incident on: 6/21/2021
🌍 Province: Lumbini
🏞️ District: Gulmi

Stay prepared, folks! Heavy rainfall has been reported in Sirseni, Madane Rural Municipality-3. Keep an eye on the weather updates and stay safe. Don't forget to take necessary precautions! 💦🌧️ #HeavyRainfall #StaySafe #GulmiStrong"
5,Lumbini,Tribeni,Heavy Rainfall,Rolpa,6/21/2021,"Heavy Rainfall at Lakhar, Tribeni Rural Municipality-5","🌧️ Heavy Rainfall at Lakhar, Tribeni Rural Municipality-5 🌧️

📅 Incident Date: 6/21/2021
📍 Province: Lumbini
🏞️ District: Rolpa
🏙️ Municipality: Tribeni
🏘️ Ward: 5

Stay safe, everyone! 💙 #HeavyRainfall #Lakhar #TribeniRuralMunicipality #Rolpa #StaySafe"
7,Sudurpashchim,Himali,Heavy Rainfall,Bajura,6/21/2021,"Heavy Rainfall at Badhu, Himali Rural Municipality-7","🌧️ Heavy Rainfall at Badhu, Himali Rural Municipality-7 🌧️

📅 Incident on: 6/21/2021
📍 Province: Sudurpashchim
🏞️ District: Bajura
🏙️ Municipality: Himali
🏢 Ward: 7

Stay safe and take necessary precautions during this heavy rainfall! 💦 #Badhu #Himali #Rainfall #StaySafe"
6,Sudurpashchim,Jagannath,Heavy Rainfall,Bajura,6/21/2021,"Heavy Rainfall at Kavre, Jagannath Rural Municipality-6","🌧️ Heavy Rainfall Update 🌧️

📍 Kavre, Jagannath Rural Municipality-6
📅 Incident Date: 6/21/2021
🏞️ Province: Sudurpashchim
🏙️ District: Bajura
🌆 Municipality: Jagannath
🏘️ Ward: 6

Stay safe, everyone! The heavy rainfall in Kavre, Jagannath Rural Municipality-6 has caused some concerns. Remember to take necessary precautions and stay informed about the situation. Our thoughts are with the affected community. 💙 #HeavyRainfall #StaySafe #Kavre #Jagannath #Bajura"
4,Sudurpashchim,Surnaya,Heavy Rainfall,Baitadi,6/20/2021,"Heavy Rainfall at Bhulyuda, Surnaya Rural Municipality-4","🌧️ Heavy Rainfall Alert 🌧️

📍 Bhulyuda, Surnaya Rural Municipality-4, Baitadi, Sudurpashchim

Stay safe, everyone! Heavy rainfall has been reported in Bhulyuda, Surnaya Rural Municipality-4. Take necessary precautions and stay indoors. Stay tuned for further updates. #HeavyRainfall #StaySafe #BaitadiStrong 💪"
4,Sudurpashchim,Swami Kartik,Heavy Rainfall,Bajura,6/19/2021,"Heavy Rainfall at Chhapu, Swami Kartik Rural Municipality-4","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, Chhapu! Heavy rainfall has been reported in Swami Kartik Rural Municipality-4, Bajura. Please take necessary precautions and stay indoors until the weather improves. #HeavyRainfall #StaySafe #Chhapu #SwamiKartik #Bajura"
4,Sudurpashchim,Swami Kartik,Heavy Rainfall,Bajura,6/19/2021,"Heavy Rainfall at Phaita, Swami Kartik Rural Municipality-4","🌧️ Heavy Rainfall Alert 🌧️

An intense downpour has hit Phaita, Swami Kartik Rural Municipality-4, Bajura District, Sudurpashchim Province. Please stay safe and take necessary precautions. #HeavyRainfall #StaySafe #Bajura #Sudurpashchim"
6,Sudurpashchim,Khaptadchhanna,Heavy Rainfall,Bajhang,6/18/2021,Heavy Rainfall at Khaptadchhanna Rural Municipality-6,"🌧️ Heavy Rainfall Alert 🌧️

📍 Khaptadchhanna Rural Municipality-6, Bajhang, Sudurpashchim

Stay safe, everyone! Heavy rainfall has been reported in Khaptadchhanna Rural Municipality-6. Please take necessary precautions and stay indoors until the weather improves. Keep monitoring local news and official announcements for updates. 🌧️💦

#RainfallAlert #StaySafe #Khaptadchhanna #Bajhang #Sudurpashchim"
5,Bagmati,Gosaikunda,Heavy Rainfall,Rasuwa,6/18/2021,"Heavy Rainfall at Shyaphru, Gosaikunda Rural Municipality-5","🌧️ Heavy Rainfall at Shyaphru, Gosaikunda Rural Municipality-5 🌧️

📅 Incident on: 6/18/2021
📍 Province: Bagmati
🏞️ District: Rasuwa
🏘️ Municipality: Gosaikunda
🏢 Ward: 5

Stay safe and take necessary precautions during this heavy rainfall. Our thoughts are with the affected community. 🙏 #HeavyRainfall #StaySafe #RasuwaStrong"
1,Sudurpashchim,Naugad,Heavy Rainfall,Darchula,6/18/2021,"Heavy Rainfall at Bhadagad, Naugad Rural Municipality-1","🌧️ Heavy Rainfall at Bhadagad, Naugad Rural Municipality-1 🌧️

🗓️ Incident on: 6/18/2021
📍 Province: Sudurpashchim
🏞️ District: Darchula
🏘️ Municipality: Naugad
🔢 Ward: 1

Stay safe and take necessary precautions during this heavy rainfall. Keep an eye out for any updates from the local authorities. 🌧️💦 #HeavyRainfall #StaySafe #NaugadRuralMunicipality"
5,Sudurpashchim,Swami Kartik,Heavy Rainfall,Bajura,6/18/2021,"Heavy Rainfall at Jera, Swami Kartik Rural Municipality-5","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, Jera! 🙏🏽

We're closely monitoring the heavy rainfall in Swami Kartik Rural Municipality-5, Bajura. Please take necessary precautions and avoid unnecessary travel. Stay tuned for updates.

#StaySafe #HeavyRainfall #Jera #Bajura #Sudurpashchim"
1,Sudurpashchim,Khaptad Chhededaha,Heavy Rainfall,Bajura,6/18/2021,"Heavy Rainfall at Sinda, Khaptad Chhededaha Rural Municipality-1","🌧️ Heavy rainfall alert! 🌧️
Stay safe, folks! Sinda in Khaptad Chhededaha Rural Municipality-1, Bajura, Sudurpashchim Province is experiencing heavy rainfall today. Take necessary precautions and stay indoors. #HeavyRainfall #StaySafe #Bajura #Sudurpashchim"
7,Sudurpashchim,Budhinanda,Heavy Rainfall,Bajura,6/17/2021,"Heavy Rainfall at Salkatiya, Budhinanda Municipality-7","🌧️ Heavy Rainfall Alert 🌧️

📍 Salkatiya, Budhinanda Municipality-7

Stay prepared, folks! Heavy rainfall has been reported in Salkatiya, Budhinanda Municipality-7. Residents in the Sudurpashchim province, Bajura district, be cautious and take necessary precautions. Stay safe and dry!

#HeavyRainfall #Alert #Sudurpashchim #Bajura #StaySafe"
3,Lumbini,Bhumekasthan,Heavy Rainfall,Arghakhanchi,6/17/2021,"Heavy Rainfall at Tharpaila, Bhumekasthan Municipality-3","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, everyone! Tharpaila in Bhumekasthan Municipality-3, Arghakhanchi, Lumbini Province is experiencing heavy rainfall. Take necessary precautions and stay indoors. Stay tuned for updates! #HeavyRainfall #StaySafe #Arghakhanchi #Lumbini"
11,Gandaki,Bhanu,Heavy Rainfall,Tanahu,6/17/2021,"Heavy Rainfall at Manechauka, Bhanu Municipality-11","🌧️ Heavy Rainfall at Manechauka, Bhanu Municipality-11 🌧️

📅 Incident on: 6/17/2021
📍 Province: Gandaki
🏞️ District: Tanahu
🏘️ Municipality: Bhanu
🏢 Ward: 11

Stay safe, everyone! 🙏 Our thoughts are with the affected community. #HeavyRainfall #DisasterAlert #StaySafe"
2,Gandaki,Rupa,Heavy Rainfall,Kaski,6/17/2021,"Heavy Rainfall at Thumki, Rupa Rural Municipality-2","🌧️ Heavy Rainfall Alert 🌧️
Stay safe, folks! Thumki, Rupa Rural Municipality-2 in Kaski district, Gandaki province experienced heavy rainfall today. Take necessary precautions and stay indoors. #HeavyRainfall #StaySafe #Thumki #RupaRuralMunicipality2 #Kaski #Gandaki"
10,Gandaki,Annapurna,Heavy Rainfall,Kaski,6/16/2021,"Heavy Rainfall at Ghandruk, Annapurna Rural Municipality-10","🌧️ Heavy Rainfall at Ghandruk, Annapurna Rural Municipality-10 🌧️

Stay safe everyone! Heavy rainfall was reported in Ghandruk, Annapurna Rural Municipality-10, Kaski district, Gandaki province. Please take necessary precautions and stay indoors until the weather improves. #HeavyRainfall #StaySafe #Ghandruk #AnnapurnaRuralMunicipality10 #KaskiDistrict #GandakiProvince"
4,Gandaki,Baglung,Heavy Rainfall,Baglung,6/16/2021,Heavy Rainfall at Baglung Municipality-4,"🌧️ Heavy Rainfall at Baglung Municipality-4 🌧️

📅 Incident Date: 6/16/2021
📍 Province: Gandaki
🏞️ District: Baglung
🏙️ Municipality: Baglung
🏘️ Ward: 4

Stay safe, Baglung! Be prepared for heavy rainfall in your area. Remember to take necessary precautions and stay indoors if possible. Stay updated with local authorities for any emergency updates. 🌧️💦 #HeavyRainfall #BaglungMunicipality4 #StaySafe"
8,Madhesh,Sukhipur,Heavy Rainfall,Siraha,6/16/2021,"Heavy Rainfall at Mandaltole, Sukhipur Municipality-8","🌧️ Heavy Rainfall Alert 🌧️

📍 Mandaltole, Sukhipur Municipality-8

Stay safe, everyone! Heavy rainfall has been reported in Mandaltole, Sukhipur Municipality-8 in Siraha district, Madhesh province. Please take necessary precautions and stay updated with local authorities for any emergency information. 💦🚧

#HeavyRainfall #StaySafe #SirahaDistrict #MadheshProvince #SukhipurMunicipality #Ward8 #SafetyFirst"
4,Lumbini,Mandavi,Heavy Rainfall,Pyuthan,6/16/2021,"Heavy Rainfall at Udayapurkot, Mandavi Rural Municipality-4","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, everyone! ⛈️🚨

Udayapurkot, Mandavi Rural Municipality-4 in Pyuthan District, Lumbini Province, is experiencing heavy rainfall today. 🌧️ Please take necessary precautions and stay indoors. 💦🏡

#RainfallAlert #StaySafe #Udayapurkot #Mandavi #Pyuthan #Lumbini #NaturalHazard #SafetyFirst"
10,Lumbini,Sandhikharka,Heavy Rainfall,Arghakhanchi,6/16/2021,"Heavy Rainfall at Basdada, Sandhikharka Municipality-10","🌧️ Heavy Rainfall at Basdada, Sandhikharka Municipality-10 🌧️

📅 Incident on: 6/16/2021
📍 Province: Lumbini
📍 District: Arghakhanchi
📍 Municipality: Sandhikharka
📍 Ward: 10

Stay safe, Basdada! Our thoughts are with you during this heavy rainfall. Take necessary precautions and stay updated with local authorities. 💪 #StaySafe #HeavyRainfall #ArghakhanchiStrong"
7,Lumbini,Chhatradev,Heavy Rainfall,Arghakhanchi,6/16/2021,"Heavy Rainfall at Argases, Chhatradev Rural Municipality-7","🌧️ Heavy Rainfall Alert 🌧️

📍Argases, Chhatradev Rural Municipality-7, Arghakhanchi 🌍

Stay safe, everyone! Heavy rainfall has been reported in Argases, Chhatradev Rural Municipality-7, Arghakhanchi. Take necessary precautions and stay indoors until the weather improves. 🏡💦

#HeavyRainfall #StaySafe #Arghakhanchi #ChhatradevRuralMunicipality #Lumbini"
7,Lumbini,Sitganga,Heavy Rainfall,Arghakhanchi,6/16/2021,"Heavy Rainfall at Pakhachauhr, Sitganga Municipality-7","🌧️ Heavy Rainfall Alert 🌧️

Stay safe, everyone! Heavy rainfall has been reported in Pakhachauhr, Sitganga Municipality-7, Arghakhanchi district, Lumbini province. Remember to take necessary precautions and stay indoors until the weather improves. 🙏 #HeavyRainfall #StaySafe #Arghakhanchi #Lumbini"
7,Gandaki,Rupa,Heavy Rainfall,Kaski,6/16/2021,"Heavy Rainfall at Kokre, Rupa Rural Municipality-7","🌧️ Heavy Rainfall at Kokre, Rupa Rural Municipality-7 🌧️

Stay safe, everyone! Heavy rainfall has been reported in Kokre, Rupa Rural Municipality-7 in Kaski district, Gandaki Province. Take necessary precautions and be prepared for potential hazards. Stay tuned for updates. #HeavyRainfall #StaySafe #Kokre #RupaRuralMunicipality7 #Kaski #Gandaki"
8,Gandaki,Annapurna,Heavy Rainfall,Kaski,6/15/2021,"Heavy Rainfall at Chhedgaun, Annapurna Rural Municipality-8","🌧️💦 Update Alert! 💦🌧️

📍 Chhedgaun, Annapurna Rural Municipality-8, Kaski, Gandaki Province

⚠️ Heavy rainfall warning ⚠️

Be prepared for heavy rainfall in Chhedgaun! Stay safe and take necessary precautions. Don't forget to keep an eye on the weather updates. 💪🌪️

#HeavyRainfall #StaySafe #Chhedgaun #AnnapurnaMunicipality #Kaski #GandakiProvince"
8,Gandaki,Machhapuchchhre,Heavy Rainfall,Kaski,6/15/2021,Heavy Rainfall at Machhapuchchhre Rural Municipality-8,"🌧️ Heavy Rainfall Alert 🌧️

📍 Machhapuchchhre Rural Municipality-8, Kaski, Gandaki Province 🇳🇵

Stay safe, everyone! Heavy rainfall has been reported in Machhapuchchhre Rural Municipality-8, Kaski. Please take necessary precautions and stay indoors until the weather improves. 🚫⛈️

#HeavyRainfall #Alert #StaySafe #Machhapuchchhre #Kaski #Gandaki #Nepal"
3,Gandaki,Nashong,Heavy Rainfall,Manang,6/15/2021,Heavy Rainfall at Nashong Rural Municipality-3,"🌧️ Heavy Rainfall at Nashong Rural Municipality-3 🌧️

📅 Incident on: 6/15/2021
📍 Province: Gandaki
🏞️ District: Manang
🏘️ Municipality: Nashong
🏢 Ward: 3

Stay safe, everyone! Take necessary precautions and stay indoors during this heavy rainfall. Stay tuned for updates!

#HeavyRainfall #NashongRuralMunicipality #StaySafe #NaturalHazard #ManangDistrict"
11,Karnali,Birendranagar,Heavy Rainfall,Surkhet,6/15/2021,"Heavy Rainfall at Amritdada, Birendranagar Municipality-11","🌧️ Heavy Rainfall Alert 🌧️

📍 Amritdada, Birendranagar Municipality-11, Surkhet

Stay prepared as heavy rainfall hits Amritdada, Birendranagar Municipality-11 in Surkhet district. Take necessary precautions to ensure your safety! 💦💨

#HeavyRainfall #SafetyFirst #StayAlert #Surkhet #Amritdada"
5,Lumbini,Isma,Heavy Rainfall,Gulmi,6/15/2021,"Heavy Rainfall at Maidane, Isma Rural Municipality-5","🌧️ Heavy Rainfall Alert 🌧️

📍 Maidane, Isma Rural Municipality-5, Gulmi, Lumbini

Stay safe, everyone! Heavy rainfall has been reported in Maidane, Isma Rural Municipality-5. Please take necessary precautions and stay indoors until the weather improves. Stay tuned for updates. 🌧️💦

#HeavyRainfall #StaySafe #IsmaRuralMunicipality #Gulmi #Lumbini"
9,Lumbini,Rapti,Heavy Rainfall,Dang,6/15/2021,"Heavy Rainfall at Devikot, Rapti Rural Municipality-9","🌧️ Heavy Rainfall Alert 🌧️

📍 Devikot, Rapti Rural Municipality-9, Dang, Lumbini 📍

Stay safe, everyone! Heavy rainfall has been reported in Devikot, Rapti Rural Municipality-9. Take necessary precautions and stay updated with local authorities. 🚨

#HeavyRainfall #StaySafe #Devikot #Rapti #Dang #Lumbini"
6,Gandaki,Dordi,Heavy Rainfall,Lamjung,6/15/2021,"Heavy Rainfall at Kritipur, Dordi Rural Municipality-6","🌧️ Heavy Rainfall Alert 🌧️

💔 Devastating downpour in Kritipur, Dordi Rural Municipality-6, Lamjung, Gandaki Province! 💔

🗓️ Incident on: 6/15/2021
📍 District: Lamjung
🏢 Municipality: Dordi
🌍 Ward: 6

Stay safe and take necessary precautions! 💙 #HeavyRainfall #Lamjung #StaySafe"
