text,target
"On June 17th 2023, a flash flood damaged parts of Chainpur Municipality-7 in Koshi District, Sankhuwasabha province. Several houses were damaged while crops and livestock were lost. Many people are still missing and rescue teams are on the way to provide assistance.",1
ðŸ¨ Australiaâ€™s koala population has taken such an â€œextraordinary hitâ€ from the wildfires that it could be classifieâ€¦ https://t.co/m8vMMlO32n,1
"ðŸš¨ ALERT ðŸš¨
Flood hits Mallo in Chure Rural Municipality-4, Kailali district, Sudurpashchim province. Stay safe and take necessary precautions. #FloodAlert #StaySafe #MalloFloods",1
Your state is currently a cess pool murder rate tripled mass murders tripled homelessness looting pooâ€¦ https://t.co/BISfP5jJ7x,0
1) evacuate austrailia 2) gather up the combined nuclear stockpile of the world instead of shooting them at each oâ€¦ https://t.co/UJlMGcdVrz,0
Now I will add #SaveAfrica in all my tweets. It's seems like no one care about the climate crisis in Africa. Global warming câ€¦,0
"ðŸš¨ Urgent Update ðŸš¨
A devastating landslide has occurred at Saphithug, Phaktanglung Rural Municipality-6. Our thoughts and prayers go out to the affected community. Stay safe, everyone! ðŸ™ðŸ» #LandslideAlert #Phaktanglung #Taplejung #StaySafe",1
Praying for everyone that Hurricane Sandy is hitting today.! Please be safe and take shelter.! #Prayful,0
The people who openly degrade consoles are the ultimate blight to be honest. Theyâ€™ll rub it in your faceâ€¦ https://t.co/WON7HYXx8H,0
"ðŸš¨ Urgent Alert ðŸš¨
Floods have struck Lukuwa in Bhojpur Municipality-11, Bhojpur district, Koshi province. Please stay safe and follow local authorities' instructions. #Floods #SafetyFirst #Bhojpur",1
"A massive landslide occurred on the evening of 2023-07-06 in Phuli Bamdhara, Chhayanath Rara Municipality-3, Mugu District in Karnali Province. No casualties have been reported. Rescue teams are on the site to help people affected by the landslide.",1
"ðŸš¨ Urgent Announcement ðŸš¨

ðŸ“ Location: Jamir, Naugad Rural Municipality-3
ðŸŒ§ï¸ Hazard: Landslide
ðŸ“… Incident Date: 7/7/2021
ðŸŒ Province: Sudurpashchim
ðŸžï¸ District: Darchula
ðŸ¢ Municipality: Naugad
ðŸ˜ï¸ Ward: 3

Please stay safe and be cautious of potential landslides in the area. Our thoughts are with everyone affected by this natural disaster. ðŸ™ #LandslideAlert #StaySafe #PrayersForNaugad",1
The response to Australiaâ€™s fire crisis has some similarity to what engulfed America when Trump was elected. People want tâ€¦,0
NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Countâ€¦ https://t.co/2XoLUbYwbL,0
"ðŸš¨ Urgent Alert ðŸš¨

ðŸŒŠ Flood at Katunje, Suryabinayak Municipality-5 ðŸŒŠ

Dear residents of Suryabinayak Municipality-5, Bhaktapur, please be aware that a severe flood has occurred in the area. Stay indoors and follow local authorities' instructions for your safety. Our thoughts are with you during this difficult time. #StaySafe #SuryabinayakFlood #BhaktapurStrong",1
"ðŸš¨ ALERT ðŸš¨
A devastating landslide occurred at Mulkhola, Panauti Municipality-12, Kavrepalanchok District, Bagmati Province on 2023-08-26. Stay safe and follow local authorities' instructions. #Landslide #SafetyFirst #Panauti #Kavrepalanchok",1
It is disingenuous for Bernie supporters to be leading an attack on Warren for her supposed attack on Sanders (which is whatâ€¦,0
Safety firstâ›”ï¸ #WhatsApp https://t.co/Ooxtzmmydh,0
"A powerful landslide resulted in severe destruction at Dhaklang, Jugal Rural Municipality-2 on 2023-07-13. The incident damaged the lives of the people living in the ward no. 2 of the Jugal municipality of Sindhupalchok district in Bagmati province.",1
"ðŸš¨ Urgent Alert ðŸš¨

A devastating landslide occurred at Pipalchaur, Ward 14, Aathbiskot Municipality, Rukum West. Please stay safe and take necessary precautions. #LandslideAlert #StaySafe #RukumWest #Nepal",1
"ðŸš¨ Flood Alert ðŸš¨

ðŸŒŠ A devastating flood has hit Bhujeltole, Tinau Rural Municipality-2 in Palpa district, Lumbini province. 

ðŸ“… Incident Date: 9/25/2020

ðŸžï¸ Stay safe and take necessary precautions if you are in the affected area. Our thoughts are with everyone affected by this natural disaster.

#FloodAlert #StaySafe #Palpa #Lumbini",1
"ðŸš¨ BREAKING NEWS ðŸš¨
A devastating landslide has occurred in Lumbas, Mathagadhi Rural Municipality-1, Palpa district, Lumbini province. Please stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #Landslide #Palpa #StaySafe",1
VAMPIRIS â€œAn awesome vampire thriller with bite!â€ https://t.co/dxYgrAa6Cj #Vampiris #CorsairAdventures #thriller #vaâ€¦,0
"""ðŸš¨ ALERT: A devastating landslide occurred in Narchyang - Chotepa, Raghuganga Rural Municipality-8, Myagdi, Gandaki Province. Please exercise caution and stay safe! #Landslide #SafetyFirst""",1
Road closed. #surfacetension #AmsterdamLightFestival #GlobalWarming #naturewins #nightphotography #Amsterdamâ€¦ https://t.co/URfdvA3VWc,0
"Canada's Trudeau: Iran plane victims would be alive had there been no regional tensions Justin is saying, without directâ€¦",0
CBS Dallas: First 100 Hurricane Harvey Evacuees Arrive At Dallas Mega-Shelter http://ift.tt/2x2n7C5¬† #dallas,0
have you been devastated today? no? here's shownu with a kid. https://t.co/350XhiD9R2,0
Hello twitter! My friends and I are organizing a donation drive for the evacuees for those affected by the Taal eruption. Resâ€¦,0
"ðŸš¨ Earthquake Alert ðŸš¨ 

ðŸŒ Earthquake strikes Gaumul Rural Municipality-1 ðŸŒ

ðŸ“… Incident Date: 4/25/2015
ðŸ“ Location: Bajura, Sudurpashchim

Stay safe and stay tuned for updates! ðŸ™ #Earthquake #SafetyFirst #GaumulRuralMunicipality",1
"An M4+~M5+ aftershock happens within 15 days after an M5+~M6+ main shock. If you can predict it, then you can say it is anâ€¦",1
"ðŸš¨ Urgent Alert ðŸš¨

Attention everyone in Falelung Rural Municipality-3, Panchthar! We regret to inform you that Tanglapa is currently experiencing a severe flood. Please take immediate precautions and stay safe. Our thoughts are with you during this difficult time. #StaySafe #FloodAlert #Panchthar",1
"ðŸš¨ Urgent Update ðŸš¨

Title: Landslide at Bhalupayad, Putalibazar Municipality-2

ðŸŒ Location: Syangja, Gandaki Province
ðŸ“… Incident Date: 6/13/2021

Dear friends, we regret to inform you about a recent landslide that occurred at Bhalupayad, Putalibazar Municipality-2. Our thoughts and prayers go out to the affected community. Stay tuned for more updates and information on how we can help. ðŸ™ #LandslideAlert #SyangjaStrong #StaySafe",1
"ðŸš¨ Urgent Notice ðŸš¨

ðŸŒ§ï¸ A devastating landslide has occurred at Illam Municipality-12 in the beautiful district of Ilam, Koshi Province. Our thoughts and prayers go out to all those affected by this natural disaster.

ðŸ“… Incident Date: 10/19/2021
ðŸ“ Location: Illam Municipality-12, Ilam District

ðŸ™ Let's come together as a community to support and help those in need during this difficult time. Stay safe, everyone!

#Landslide #EmergencyResponse #SupportingOurCommunity",1
"On 2023/06/30, a landslide occurred in Dhaireni, Mathagadhi Rural Municipality Ward 1, Palpa, Lumbini. No casualties have been reported. Local authorities are monitoring the situation and recovery operations have been initiated.",1
"ðŸš¨ Urgent Update! ðŸš¨

ðŸŒ§ï¸ Landslide Alert ðŸŒ§ï¸

A devastating landslide occurred in Kharanitar, Tadi Rural Municipality-3, Nuwakot District, Bagmati Province. Stay safe and follow local authorities' instructions. Our thoughts are with everyone affected. ðŸ™ #LandslideAlert #StaySafe #NuwakotStrong",1
So I just got woken up out of a dead sleep by the LOUDEST boom of thunder that sounded like an explosion and for liâ€¦ https://t.co/rGa8rwyru7,0
Not everyone staring at you is admiring you. Some are amazed you survived the traps they set for you ðŸ˜‚,0
they were getting bombarded but they were incredible. It was pandemonium. It was crazy.â€ #iHeartAwards #BTSARMY #BestFaâ€¦,0
"ðŸŒŠ Flood Alert! ðŸŒŠ
ðŸ’” Devastating flood strikes Aathbiskot Municipality-4, Rukum West ðŸ’”
ðŸ“… Incident: 8/14/2018
ðŸ“ Location: Aathbiskot, Karnali Province
ðŸ™ Stay safe and stay strong, Aathbiskot! Our thoughts are with you. ðŸ™ #FloodAlert #Aathbiskot #RukumWest #StaySafe",1
"Australia brought back during a dark time in his rehab from injury. Now, he's doing what he can to help return theâ€¦",1
"ðŸš¨ Urgent Alert: Flood at Odali, Bhimdatta Municipality-12 ðŸš¨
ðŸŒŠ Incident Date: 5/21/2021 ðŸŒŠ
ðŸ“ Province: Sudurpashchim
ðŸžï¸ District: Kanchanpur
ðŸ¢ Municipality: Bhimdatta
ðŸ˜ï¸ Ward: 12

Please stay safe and take necessary precautions. Our thoughts are with the affected community. #Flood #StaySafe #BhimdattaMunicipality12",1
"A devastating landslide occurred in Chhatedhunga at Phungling Municipality-10 of Taplejung district in Koshi Province on June 19, 2023. The landslide caused destruction of homes and led to the displacement of hundreds of people. Rescue and relief efforts have been initiated.",1
"Landslide at Naktad in Shailyashikhar Municipalilty-9 of Darchula district occurred on Jul 4, 2023. The Province of Sudurpashchim is facing the consequences of the hazardous event. The local authorities are discussing about the preventive and precautionary measures to avoid such incidents in future.",1
"ðŸš¨ Urgent Update ðŸš¨

Attention everyone! A devastating landslide has occurred at Dalla, Dunhu Rural Municipality-5. Please stay safe and take necessary precautions. Our thoughts and prayers are with the people affected by this natural disaster. ðŸ™

ðŸ“ Incident Location: Dunhu Rural Municipality-5, Darchula, Sudurpashchim Province

#Landslide #EmergencyAlert #StaySafe #Darchula #Sudurpashchim",1
"Anyone else see the irony in SFIRA, who abstain from Westminster yet still take a wage; who bombed the UK and damaged ouâ€¦",0
"current weather in Bergen: thunderstorm, 6Â°C 93% humidity, wind 11kmh, pressure 980mb",0
Frankenstorm is coming people and what a better way to ride out hurricane sandy than at kamis for $3 bud light mugs & $1 refills !?!? =,0
And anyone who believes that incident was an accident is an idiot. An airplane at approx 3000â€¦ https://t.co/axT3omjmE1,0
"ðŸš¨ Urgent Update: Landslide at Tengepur, Fakphokthum Rural Municipality-1 ðŸš¨

ðŸŒ§ï¸ A devastating landslide occurred in Tengepur, Fakphokthum Rural Municipality-1, Ilam District, Koshi Province today. Our thoughts and prayers are with the affected community.

ðŸš’ Local authorities and rescue teams are on-site, providing necessary assistance and support. Please stay safe and follow their instructions.

ðŸ™ Let's come together and extend our support to those affected by this natural disaster. #PrayForFakphokthum

#LandslideAlert #EmergencyResponse #StaySafe #IlamDistrict",1
"ðŸš¨ Flood alert ðŸš¨
Floods hit Simaldhara in Khandachakra Municipality-2, Kalikot, Karnali Province. Stay safe and follow local authorities' instructions. #Floods #Kalikot #StaySafe",1
"Ever since it came out that bush fires in Australia are caused by arsonists, not by ""climate crisis"", the BBC appear a lotâ€¦",0
"ðŸš¨ Urgent Update ðŸš¨

Title: Landslide at Hemja, Pokhara Lekhnath Metropolitan City-25

A devastating landslide occurred in Hemja, Pokhara Lekhnath Metropolitan City-25. Our thoughts are with the affected residents during this difficult time. Stay safe and stay tuned for further updates. ðŸ™ðŸ¼ðŸ’”

#LandslideAlert #EmergencyResponse #StaySafe #PokharaLekhnath #GandakiProvince #KaskiDistrict #PrayForHemja",1
"MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/JrxCSv8FRz",0
He's already done ten minutes on flood risk,0
Researchers used 3D gait analysis and machine learning to sort a bunch of runners into 5 groups with similar strides. Theâ€¦,0
1st panic attack in months ðŸ˜ž,0
Funny thing is per the revised CRZ regulation made by Mâ€¦,0
Too engulfed in xenophobia to notice nd LR is rich daily mail hatred is only for poor foreigners https://t.co/PLp3qNFKIa,0
"Forest Fire at Khalanga of Pyuthan Municipality-7
On June 4,2023 a major forest fire occurred in Khalanga of Pyuthan Municipality-7 in Lumbini's Pyuthan district. The local authorities are taking steps to put out the fire and attribute the cause to a lightning strike in the area.",1
"ðŸš¨ Urgent Update ðŸš¨

ðŸŒŠ Flood at Miklajung Rural Municipality-4 ðŸŒŠ

ðŸ“† Incident Date: 7/12/2019
ðŸ“ Province: Koshi
ðŸžï¸ District: Panchthar
ðŸ˜ï¸ Municipality: Miklajung
ðŸ˜ï¸ Ward: 4

Stay safe and take necessary precautions! ðŸ™ #FloodAlert #StaySafe #MiklajungRuralMunicipality",1
"-- and surely he'd suffocate if she kept him trapped there any longer- ""Well then... Enough love makinâ€¦ https://t.co/M71AXL4S7U",0
"New post: ""SLEEPING WITH SIRENS Announces Spring 2020 U.S. Co-Headlining Tour With THE AMITY AFFLICTION"" https://t.co/BJyEO4UWjn",0
perfect for the sexy lady hunting in burning buildings,0
Climate change is responsible for forest fires in Australia.,0
"ðŸš¨ Urgent Notice ðŸš¨

Attention everyone in Bhutaha, Harinagara Rural Municipality-2! 

We regret to inform you that a severe flood has hit our area. Please take immediate precautions and ensure the safety of your loved ones. Stay tuned for further updates and stay safe!

#FloodAlert #StaySafe #Bhutaha #HarinagaraRuralMunicipality2 #Sunsari",1
"Last Tuesday (2023-07-02), a major landslide struck Jhyale Bhir in Bhotekoshi Rural Municipality-5, Sindhupalchok district, Bagmati province. Initial reports indicate that several homes have been badly impacted due to the hazard, with at least one home destroyed. The cause of the landslide is uncertain, and investigations are ongoing.",1
Let them be ashamed and confounded together that seek after my soul to destroy it; let them be driven backward andâ€¦ https://t.co/Y0cvohq8By,0
"bahahahaha yes, they'll probably still be happening in March. bushfires don't go out after a couple dâ€¦ https://t.co/887yP4ff8W",0
See what I mean??? ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚moist !!,0
"ðŸš¨ Urgent Notice ðŸš¨

ðŸŒŠ Flood Alert ðŸŒŠ

Stay safe, Ghatekhola! ðŸ™

A devastating flood has hit Ghatekhola, Tadi Rural Municipality-2, Nuwakot. Please exercise caution and follow the instructions of local authorities.

ðŸ“… Incident Date: 7/4/2019
ðŸ“ Province: Bagmati
ðŸžï¸ District: Nuwakot
ðŸ¢ Municipality: Tadi
ðŸ˜ï¸ Ward: 2

Remember to prioritize your safety and that of your loved ones. Our thoughts are with everyone affected by this natural disaster. ðŸ™

#FloodAlert #StaySafe #Ghatekhola #Nuwakot #Tadi #Bagmati #NaturalDisaster #SafetyFirst",1
"ðŸš¨ Flood Alert ðŸš¨

ðŸŒŠ A devastating flood has hit Batasa, Madhyabindu Municipality-11 in Nawalparasi East district, Gandaki Province. 

ðŸ“… Incident Date: 2021-07-08

Stay safe and take necessary precautions. Our thoughts are with the affected community. #Flood #Nepal",1
"Donâ€™t rush the come up by trying to impress folks, thatâ€™s how you become a crash dummy.",0
"14th January 1920 Passage East, Waterford As the weather continues to be extremely unsettled, a trawler sinks off tâ€¦ https://t.co/QyACK88cil",0
"Hurricane Sandy Fashion Tweets Remind Us That Sweatpants, Junk Food Are Still OK http://huff.to/S9nblJ  - Humor&still going strong, I love it",0
"MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/bgdH5ro5nn",0
"ðŸš¨ Urgent Update! ðŸš¨

Title: Landslide at Jalkani, Udayapurgadhi Rural Municipality-4

ðŸŒ Province: Koshi
ðŸ“ District: Udayapur
ðŸ¢ Municipality: Udayapurgadhi
ðŸžï¸ Ward: 4

ðŸ“… Incident Date: 7/22/2021

Attention everyone! A devastating landslide has occurred at Jalkani, Udayapurgadhi Rural Municipality-4. Our thoughts and prayers are with the affected community. Stay tuned for further updates and let's come together to support those in need. ðŸ™â¤ï¸ #Landslide #UdayapurStrong #StaySafe",1
"ðŸš¨ Flood Alert! ðŸš¨
Phalkapur in Lamahi Municipality-3, Dang, Lumbini Province is experiencing severe flooding. Stay safe and follow local authorities' instructions. ðŸŒŠ #FloodAlert #StaySafe #Dang #Lumbini",1
"ðŸš¨ Urgent Update ðŸš¨

Attention everyone in Gandaki Province, Kaski District! ðŸŒ§ï¸â›°ï¸

A massive landslide has occurred in Sirpali, Annapurna Rural Municipality-1. Please take immediate precautions and stay safe. ðŸ™

#LandslideAlert #StaySafe #GandakiProvince #KaskiDistrict",1
2 seconds. Why is she singing through her nose? And why did she not trim nose hair first. You can hearâ€¦ https://t.co/AdZYecr7tZ,0
Hurricane Dorian: Uber offering free rides to Florida shelter locations https://at.wftv.com/2Untppz  via @WFTV,0
Point about historic figure/monuments too blatant in reference to Cecil Rhodes. Confederate statues stiâ€¦ https://t.co/B9wI85hVSS,0
"ðŸš¨ Breaking News ðŸš¨ 
ðŸŒŠ Flood Alert ðŸŒŠ

Flood hits Shreebagar, Mahakali_Darchula Municipality-1, Darchula, Sudurpashchim Province. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #Darchula #Mahakali_Darchula",1
All #info4 #shelter are v @RedCross and available at http://rdcrss.org/mytWtY #tornado #flood #AL #TN #GA #KY #NC#TX,0
"Bring it on, Hurricane Matthew! I'm ready! Shutters, water and food are here.",0
"ðŸŒŠ Flood Alert ðŸŒŠ
Stay safe, Triyuga! ðŸ™
Floods have hit Triyuga Municipality-11 in Udayapur district, Koshi province.
Please take necessary precautions and stay tuned for updates. ðŸš§#FloodAlert #StaySafe #TriyugaMunicipality11 #Udayapur #Koshi",1
"Albanian earthquake  'Successive governments have failed to address the risks posed by aging buildings and shoddy construction, leaving millions vulnerable. nytimes",1
"ðŸš¨ Urgent Update ðŸš¨

ðŸŒ Earthquake Alert ðŸŒ

ðŸ“ Surma Rural Municipality-1, Bajhang, Sudurpashchim ðŸ”ï¸

ðŸ“… Incident Date: 4/25/2015

ðŸš§ Stay Safe! ðŸš§

#Earthquake #SafetyFirst #SurmaRuralMunicipality #Bajhang #Sudurpashchim",1
i feel directly attacked ðŸ’€ i consider moonbin &amp; jinjin as my bias and im currently wrecked by rocky i hate this,0
"A major landslide occurred on July 9, 2023 in Garjeni, Pyuthan Municipality-7, Lumbini District. Several households were affected as a result of mud and rocks from a debris cascade blocking access to adjacent roads. Emergency workers and volunteers have been organizing aid and clean-up efforts to assist the affected families.",1
"ðŸš¨ Urgent Update ðŸš¨

ðŸ’” Devastating Landslide at Bandre, Bidur Municipality-1 ðŸ’”

ðŸ“… Incident Date: 7/30/2021
ðŸ“ Province: Bagmati
ðŸž District: Nuwakot
ðŸ¢ Municipality: Bidur
ðŸŒ Ward: 1

ðŸ™ Our thoughts and prayers are with the affected community. Stay tuned for more updates and ways to help. ðŸ™

#LandslideAlert #NepalDisaster #PrayForBidur #StaySafe",1
Nuclear Reactor Stalin Consciousness Upload USSR Restoration,0
Silsby was the founder of The New Life Childrenâ€™s Refuge. This NGOâ€™s goal was to rescue children orphaned by natural disasâ€¦,0
"ðŸš¨ Urgent Update! ðŸš¨

ðŸŒ§ï¸ Landslide at Migu, Swami Kartik Rural Municipality-5 ðŸŒ§ï¸

ðŸ“… Incident on: 8/2/2021
ðŸ“ Province: Sudurpashchim
ðŸ”ï¸ District: Bajura
ðŸ˜ï¸ Municipality: Swami Kartik
ðŸ”¢ Ward: 5

Stay safe and take necessary precautions! ðŸ™

#Landslide #NaturalHazard #SafetyFirst #StaySafe #Bajura #Sudurpashchim",1
Felt earthquake  earthquake M2.3 strikes 11 km NW of Laç (Albania) 15 min ago,1
"ðŸ“¢ Calling all Lincs, Notts &amp; Derbys flood-hit farmers ðŸŒŠ If you had uninsurable damage during the devastating Oct/ Novâ€¦",0
New Orleans is about to be razed to the ground ðŸ‘€ Congrats Burrow/LSU and go SEC! #LSUvsCLEM #NationalChampionship,0
"Hurricane Sandy Fashion Tweets Remind Us That Sweatpants, Junk Food Are Still OK (TWEETS): The folks of the fash... http://binged.it/S93Pxy ",0
"Ga semua. Tapi ya cult model2 Heaven's Gate, Jonestown atau Aum Shinrikyo, bisa dengan mudah terpelatuk buatâ€¦ https://t.co/pByILv05fc",0
"A massive landslide occurred near the Jyamire Khola, in Shuklagandaki Municipality-7, Tanahu district, Gandaki province on 2023-06-23. The incident has resulted in an emergency evacuation of the area. People from the nearby villages have been told to stay in safer areas until further notice. Further details of the landslide are not available yet.",1
I collapsed shortly after tho!! ðŸ˜¡ðŸ˜¡ðŸ¤¬,0
"ðŸš¨ ALERT ðŸš¨
A devastating landslide occurred at Chwa Gaau - Krishna Temple in Tarakeshwor Municipality-5, Kathmandu. Please exercise caution and stay safe. #Landslide #NepalDisaster #StaySafe",1
i put you first and you adored it set fires to my forest and you let it burn,0
"Landslide at Manthali Khare in Bigu Rural Municipality-1 of Dolakha district has left the area in chaos and destress. On June 29th, 2023, the landslide occurred due to the steep inclination of the slopes in the mountainous terrain of Bagmati province. Local authorities have started rescue operations in order to mitigate the destruction and provide aid to the affected population.",1
"Oyo State Governor, Seyi Makinde (), has declared that his government would not demolish any property to faâ€¦",0
"ðŸ”¥ Forest Fire Alert ðŸ”¥
ðŸ“ Location: Thanthok, Chame Rural Municipality-2, Manang
ðŸ“… Incident Date: 2022-05-12
ðŸžï¸ Province: Gandaki
ðŸŒ² District: Manang
ðŸ¢ Municipality: Chame
ðŸš¨ Stay safe and follow local authorities' instructions. #ForestFire #Manang #StaySafe",1
"On the way to the Khalsa Diwan Sikh Temple in Wanchai District, a listed building constructed in 1901 which surviveâ€¦ https://t.co/bPCTSvvKMD",0
On r/the_donald they constantly rig online polls and donate to her campaign in orderâ€¦ https://t.co/yV4EyeSj0R,0
"Are you a firefighter, a chemical facilities employee, or have experience in emergency services? The Hamilton County Hazmatâ€¦",0
"ðŸš¨ Urgent Update ðŸš¨

Title: Landslide at Dhorpheri, Shuklagandaki Municipality-9

ðŸŒ Location: Shuklagandaki Municipality-9, Tanahu, Gandaki Province
ðŸŒ§ï¸ Hazard: Landslide
ðŸ“… Incident Date: 7/1/2021

ðŸ™ Our thoughts are with the affected community. Stay safe and seek shelter in a secure location. Follow local authorities for updates. ðŸ™

#LandslideAlert #StaySafe #ShuklagandakiMunicipality9 #Tanahu #GandakiProvince #NaturalHazard #SafetyFirst",1
"It's #MidwifeMonday! What exactly is midwifery? It's the skilled, knowledgeable and compassionate care provided throughoutâ€¦",0
"ðŸ”¥ Forest Fire Alert! ðŸ”¥

ðŸŒ²ðŸ”¥ A devastating forest fire broke out in Thuli Bheri Municipality-2, Dolpa, Karnali Province. The incident occurred on 2/14/2020. ðŸŒ²ðŸ”¥

ðŸš¨ Urgent action is needed to control the fire and prevent further damage to the beautiful forest. Let's come together and support the local authorities in their efforts to combat this natural disaster. ðŸš¨

#ForestFire #Dolpa #Karnali #ThuliBheri #EmergencyResponse",1
Careers were wasted during a 3 years military regime ðŸ˜­ https://t.co/r5G8mTeePw,0
"#SatyaNadella After creation of Pakistan in 1947, contribution of Indian Muslims to India is ðŸ‘‰ 24x7 Population exploâ€¦",0
"ðŸš¨ Just in: An earthquake struck Martadi, Badimalika Municipality-8 in Bajura, Sudurpashchim Province. Stay safe and take necessary precautions. #EarthquakeAlert #Bajura #StaySafe",1
This is why you should listen to ðŸ‘ â€œEnclosed text fields with a rectangular (box) shape performed betterâ€¦,0
"This is a brilliant and long overdue series of short, v watchable videos featuring Gulag survivors telling their storiesâ€¦",0
"Stay safe friends! RT @wxbrad: Tornado spotted near Bristol, TN seek shelter now in Abington, VA! #tnwx http://twitpic.com/4qckl5 #vawx",0
"People of Dobhane in Yangwarak Rural Municipality-4, Koshi District, have been affected by flood on June 19, 2023. The flood caused destruction of houses and properties. Relief efforts are underway to help residents in the area.",1
"ðŸŒŠ Flood Alert ðŸŒŠ

ðŸ“ Ghumaune, Madi Rural Municipality-7
ðŸ“… Incident on: 6/23/2019
ðŸŒ Gandaki Province, Kaski District

Stay safe and be prepared for possible flooding in Ward 7 of Madi. Follow local authorities' instructions and take necessary precautions. Our thoughts are with everyone affected by this natural disaster. #FloodAlert #StaySafe #MadiFloods",1
"ðŸš¨ Urgent Update ðŸš¨

A devastating landslide has occurred at Ladari Bhanjyang, Bhanu Municipality-10. Please stay safe and avoid the affected area. Our thoughts are with the residents of Tanahu district, Gandaki province. #LandslideAlert #StaySafe #PrayersForTanahu",1
"You know you're Irish when,during a violent storm you find yourself boiling the kettle every so often ""just in caseâ€¦ https://t.co/HgP9Eiu34Y",0
forcing yourself to forgive someone before you've allowed yourself to grieve and properly process what exactly they did wronâ€¦,0
"ðŸš¨ ALERT: A devastating flood has hit Budha Devi in Pyuthan Municipality-7, Pyuthan District, Lumbini Province. Stay safe, everyone! #Flood #Pyuthan #Lumbini #StaySafe",1
"ðŸ”¥ Forest Fire Alert: A devastating forest fire has broken out in Arkhaule, Mahalaxmi Municipality-8, Dhankuta district. Please stay safe and follow the instructions of the local authorities. #ForestFire #EmergencyAlert ðŸš¨",1
"A landslide occurred in Chhepare, Makawanpurgadhi Rural Municipality-5 in the Bagmati district of Nepal on June 15th, 2023. The incident destroyed multiple houses and triggered fear among the locals. Rescue and relief works have been initiated in the affected area.",1
"lee jeno, devastation to mankind https://t.co/bq4ErFm1o5",0
"A massive landslide occurred on July 3rd, 2023 at Bhattedanda, Bagmati Rural Municipality-3, Lalitpur district. People from the nearby village have been evacuated to nearby safe locations due to the threat of further destruction. The authorities are taking measures to reduce the effects of the disaster.",1
Another 6.0 aftershock has hit Puerto Rico after last night. People cannot go home if they even have one. They have no poâ€¦,1
Update at 18:15 Tuesday to do list - Sleep in â˜‘ï¸ Drink coffee â˜‘ï¸ Walk to the dog beach â˜‘ï¸ Flat tyre â˜‘ï¸ Walk to anâ€¦ https://t.co/PBnxaM0hfT,0
Dogs Survive Wild Ride in Tornado ¬ª Life With Dogs: http://bit.ly/mnQ9Cv via @addthis,0
If Shakira doesnâ€™t perform Ojos Asi at the Super Bowl https://t.co/pJ4kKszomc,0
Check out my broadcast from my PlayStation 4! #PS4live (Drowning (Demo)) live at https://t.co/AaUeutxHXw,0
"ðŸš¨ ALERT ðŸš¨ Flood reported in Bhirkuna, Tara Khola Rural Municipality-5, Baglung, Gandaki Province. Stay safe and follow local authorities' instructions. #FloodAlert #Baglung #Gandaki #StaySafe",1
"With Season 2 of coming along REAL soon, perhaps a little bit of a teaser is in store?â€¦ https://t.co/bPJR934mQd",0
"Death toll jumps to 35 across Pakistan as rain triggers landslide, avalanches https://t.co/OyPtvd0Ewj",1
Rookie #Habs defenceman Cale Fleury just flattened #Flames Milan Lucic. Bell Centre crowd loved it. #HabsIO,0
"2023-07-13, a landslide occurred at Simat, Bakaiya Rural Municipality-11 in Makwanpur district of Bagmati province. So far, no injuries or casualties have been reported. Further updates are awaited.",1
"ðŸš¨ Urgent Update ðŸš¨

ðŸŒ§ï¸ Landslide at Pairabari, Baglung Municipality-7 ðŸŒ§ï¸

ðŸ“… Incident Date: 6/16/2021
ðŸ“ Location: Baglung, Gandaki Province
ðŸ¢ Municipality: Baglung
ðŸ”´ Ward: 7

Please stay safe and avoid the affected area. Our thoughts are with the residents of Baglung during this challenging time. ðŸ™ #LandslideAlert #StaySafeBaglung",1
"ðŸŒŠ Flood Alert! ðŸŒŠ

ðŸ“ Belbari Municipality-8, Morang, Koshi Province

ðŸ“… Incident Date: 7/11/2019

Stay safe, everyone! Heavy flooding has hit Belbari Municipality-8 in Morang district. Please take necessary precautions and follow the instructions of local authorities. Our thoughts are with the affected community. ðŸ’™ #FloodAlert #StaySafe #BelbariMunicipality #MorangDistrict #KoshiProvince",1
"Now it's safe for Israel lobbyists to come out and admit they manufactured UK Labour's anti-Semitism ""crisis"" to wreck tâ€¦",0
Chicken shit he will get laid out stretcher time,0
