,Unnamed: 0,title,hazard,incident_on,province,district,municipality,ward,text,target
2130,2130,"Landslide at Lapha , Pachaljharana Rural Municipality-3",Landslide,7/15/2023,Karnali,Kalikot,Pachaljharana,3,"24th July, 2023: A landslide occurred yesterday in Lapha, Pachaljharana Rural Municipality-3, Kalikot, Karnali. No loss of life or injury was reported. Rainfall is likely to continue for the rest of the week. The local administration is closely monitoring the situation.",1
2132,2132,"Landslide at Garjeni , Pyuthan Municipality-7",Landslide,7/14/2023,Lumbini,Pyuthan,Pyuthan,7,"A landslide occurred in Garjeni, Pyuthan Municipality-7 on July 14, 2023. Lumbini's Pyuthan District was the area most affected, resulting in massive disruption and destruction of property. People have been reminded to remain vigilant to ensure their safety during such hazardous conditions.",1
2133,2133,"Landslide at Ranikot, Sisne Rural Municipality-6",Landslide,7/14/2023,Lumbini,Rukum East,Sisne,6,"On the evening of 2023-07-14, a devastating landslide hit Ranikot, a village in Sisne Rural Municipality-6 of Rukum East Province in Lumbini. The incident caused massive damage to local infrastructure and sorrow to homes in the region.",1
2134,2134,"Landslide at Naini Bagar, Raghuganga Rural Municipality-8",Landslide,7/14/2023,Gandaki,Myagdi,Raghuganga,8,"On July 14,2023, a landslide occurred in Naini Bagar, Ward 8 of Raghuganga Rural Municipality in the Gandaki District of Myagdi. No casualties were reported and an investigation is underway.",1
2137,2137,Flood at Inaruwa Municipality-8,Flood,7/14/2023,Koshi,Sunsari,Inaruwa,8,"2023-07-14, Koshi's Sunsari district's Inaruwa Municipality's Ward 8 was hit by a severe flood. Families have been affected, with loss of life and property suspected. Relief and Rescue operations are underway in the district.",1
2139,2139,"Flood at Jhapata Tole , Belbari Municipality-8",Flood,7/14/2023,Koshi,Morang,Belbari,8,"On July 14, 2023, a severe flood devastated Jhapata Tole in Belbari Municipality-8, Koshi district, Morang. Houses were destroyed, food crops damaged, and death toll is not yet known. People are in dire need of humanitarian assistance.",1
2141,2141,"Landslide at Khamlalung Karina Chowk, Phedap Rural Municipality-3",Landslide,7/14/2023,Koshi,Terhathum,Phedap,3,"At least 40 households from Khamlalung Karina Chowk in Phedap Rural Municipality-3 of Terhathum district, Koshi province have been affected due to a destructive landslide that took place on 14th July 2023. Residents have been actively assisting affected families in rehabilitation efforts.",1
2143,2143,"Flood at Hariyali Tole , Belbari Municipality-8",Flood,7/14/2023,Koshi,Morang,Belbari,8,"On July 14, 2023, flooding occured in Hariyali Tole, Belbari Municipality-8, Koshi district in Morang province of Nepal. Villagers were urged to move to safer areas as heavy rain caused the outspread of flooding. Relief teams offered help to the affected population.",1
2145,2145,"Flood at Lalmati - Dasgaja, Barhadashi Rural Municipality-7",Flood,7/14/2023,Koshi,Jhapa,Barhadashi,7,2023-07-14 saw destruction when floods in Koshi's Jhapa district caused devastation in Barhadashi Rural Municipality's Lalmati-Dasgaja Ward-7. Onlookers watched as a huge wave of muddy water washed away homes and destroyed crops. The local population has been left in shock and despair as they now attempt to rebuild their lives.,1
2146,2146,Landslide at Konjyosom Rural Municipality-4,Landslide,7/14/2023,Bagmati,Lalitpur,Konjyosom,4,"A horrific landslide incident occurred in Konjyosom Rural Municipality-4 of Lalitpur District, Bagmati Province, on July 14, 2023, leaving behind a deadly trail. There's no news yet about casualties or size of destruction caused by the landslide.",1
2148,2148,"Landslide at Kahu Danda, Pokhara Lekhnath Metropolitan City-11",Landslide,7/14/2023,Gandaki,Kaski,Pokhara Lekhnath,11,"Heavy monsoon rain in Pokhara Lekhnath Metropolitan City-11 led to a landslide at Kahu Danda on July 14, 2023. Hundreds of houses were affected due to the disaster in the Gandaki District of the Kaski Province. Local authorities are working to restore the area.",1
2150,2150,"Flood at Seti River , Pokhara Lekhnath Metropolitan City-14",Flood,7/14/2023,Gandaki,Kaski,Pokhara Lekhnath,14,"2023-07-14, Seti River in Pokhara Lekhnath, Gandaki Province, caused flooding in Ward 14 of Kaski District. Scenes of homes and businesses damaged by the flood were witnessed in the area, causing stress among the locals. Relief efforts have begun.",1
2151,2151,Landslide at Dhorpatan Municipality-4,Landslide,7/13/2023,Gandaki,Baglung,Dhorpatan,4,"A devastating landslide occurred at Dhorpatan Municipality-4 in Baglung district, Gandaki Province at around 11 am on July 13, 2023. Rescue operation is still ongoing as some houses have been affected by the landslide.",1
2152,2152,"Landslide at Gothalapani - Jhulaghat, Surnaya Rural Municipality-5",Landslide,7/13/2023,Sudurpashchim,Baitadi,Surnaya,5,"At least 15 houses have been damaged in a landslide at Gothalapani - Jhulaghat, Surnaya Rural Municipality-5 in Baitadi district, Sudurpashchim Province on 2023-07-13. All 5 wards in the municipality are currently under threat and rescue operations are underway. Emergency response teams have been dispatched to provide aid to the affected people.",1
2154,2154,"Landslide at Rachuli , Pachaljharana Rural Municipality-3",Landslide,7/13/2023,Karnali,Kalikot,Pachaljharana,3,"At least five people have died and 6 are missing after a landslide occurred on the afternoon of 13 July in Rachuli village, Pachaljharana Rural Municipality-3, Kalikot district in Karnali Province. The local authorities are launching a rescue mission to locate the missing people.",1
2155,2155,"Landslide at Jyaltar , Makawanpurgadhi Rural Municipality-5",Landslide,7/13/2023,Bagmati,Makwanpur,Makawanpurgadhi,5,"Makawanpurgadhi Rural Municipality- 5, Makwanpur was rocked by a major landslide that occurred on July 13, 2023. Widespread destruction and disruption was reported in the area. The district administration and various relief teams are working to assess the immediate needs of those affected.",1
2156,2156,"Landslide at Akare Bhir, Golanjor Rural Municipality-6",Landslide,7/13/2023,Bagmati,Sindhuli,Golanjor,6,A landslide occurred at Akare Bhir of Golanjor Rural Municipality-6 in Sindhuli district of Bagmati Province on 2023-07-13. The incident affected the entire ward and the local communities are badly affected. Local authorities are yet to respond.,1
2157,2157,Flood at Narpa Bhoomi Rural Municipality-3,Flood,7/13/2023,Gandaki,Manang,Narpa Bhoomi,3,"On 13th July 2023, Narpa Bhoomi Rural Municipality-3 of Manang district in Gandaki province was struck by a major flood. Thousands of families have been affected and are receiving relief from the government and local NGOs.",1
2159,2159,"Landslide at Dhaklang , Jugal Rural Municipality-2",Landslide,7/13/2023,Bagmati,Sindhupalchok,Jugal,2,"A powerful landslide resulted in severe destruction at Dhaklang, Jugal Rural Municipality-2 on 2023-07-13. The incident damaged the lives of the people living in the ward no. 2 of the Jugal municipality of Sindhupalchok district in Bagmati province.",1
2161,2161,"Landslide at Raduwa, Alital Rural Municipality-3",Landslide,7/13/2023,Sudurpashchim,Dadeldhura,Alital,3,"A massive landslide struck Alital Rural Municipality-3 of Dadeldhura on 2023-07-13, burying 10 households. The ward is located in Sudurpashchim Province. Local authorities are working on emergency rescue and relief efforts.",1
2162,2162,"Landslide at Lamsung, Raghuganga Rural Municipality-8",Landslide,7/13/2023,Gandaki,Myagdi,Raghuganga,8,"A massive landslide occurred today in Raghuganga Rural Municipality Ward 8, Myagdi District in the Gandaki Province. On July 13th, 2023, the landslide swept away parts of ward 8, causing destruction of property in the area. Rescue teams are currently on site to assess the damage and transport victims to safety.",1
2164,2164,"Flood at Sukumbasi Basti , Barhadashi Rural Municipality-7",Flood,7/13/2023,Koshi,Jhapa,Barhadashi,7,"A severe flood hit Barhadashi Rural Municipality-7 in Jhapa district on July 13th, 2023. The flood caused massive destruction in Sukumbasi Basti, disrupting peopleÃ¢â‚¬â„¢s lives and livelihoods. Local authorities are on the ground helping those affected. An assessment of the damage is underway.",1
2166,2166,"Flood at Dobhan Bazar , Phaktanglung Rural Municipality-6",Flood,7/13/2023,Koshi,Taplejung,Phaktanglung,6,"The Koshi district of Taplejung was struck by a deadly flood on 2023-07-13. Residents of Phaktanglung Rural Municipality-6, Dobhan Bazar, were badly affected by the widespread destruction it caused. People are in dire need of assistance.",1
2167,2167,"Landslide at Simat, Bakaiya Rural Municipality-11",Landslide,7/13/2023,Bagmati,Makwanpur,Bakaiya,11,"2023-07-13, a landslide occurred at Simat, Bakaiya Rural Municipality-11 in Makwanpur district of Bagmati province. So far, no injuries or casualties have been reported. Further updates are awaited.",1
2169,2169,"Landslide at Almaduna Khola , Mugum Karmarong Rural Municipality-7",Landslide,7/13/2023,Karnali,Mugu,Mugum Karmarong,7,"A landslide occurred in Mugum Karmarong Rural Municipality-7 in Karnali district on July 13, 2023. The incident happened at Almaduna Khola. Investigations are underway to know the possible causes and effects of the landslide disaster.",1
2172,2172,"Landslide at Chalal , Namobuddha Municipality-7",Landslide,7/13/2023,Bagmati,Kavrepalanchok,Namobuddha,7,"On Tuesday, July 13th 2023, a landslide occurred in ward number 7 of Namobuddha Municipality in Kavrepalanchok district, Bagmati province. The area was affected by the debris and landslides were triggered by heavy rains. No casualties or property damage have been reported as of yet.",1
2174,2174,Flood at Inaruwa Municipality-8,Flood,7/13/2023,Koshi,Sunsari,Inaruwa,8,2023-07-13- Hundreds of families were affected as flood submerged settlements of Inaruwa Municipality Ward 8 in Sunsari district on Saturday. The local community faces acute shortage of food and water due to the swollen water in the Koshi river.,1
2178,2178,"Flood at Gurung Tole , Inaruwa Municipality-8",Flood,7/13/2023,Koshi,Sunsari,Inaruwa,8,"At 5.45pm on July 13, 2023, a devastating flood struck the Gurung Tole area of Inaruwa Municipality-8 in Koshi district. Thousands of people living in the area have been affected, with many homes damaged. Relief efforts are underway.",1
2181,2181,"Flood at Tarabari, Barhadashi Rural Municipality-7",Flood,7/13/2023,Koshi,Jhapa,Barhadashi,7,"Heavy monsoon rains flooded the Tarabari settlement in Barhadashi Rural Municipality-7, Jhapa District, Koshi Province, on July 13, 2023. Dozens of households were affected despite relief efforts.",1
2185,2185,"Landslide at Mudkhu Osotpawan, Kageshwori Manahora Municipality-9",Landslide,7/12/2023,Bagmati,Kathmandu,Kageshwori Manahora,9,"A landslide took place at Mudkhu Osotpawan near Kageshwori Manahora Municipality-9 in Kathmandu district of Bagmati province on 12 July 2023. As per reports, no injury and property damage was reported from the area. The authorities are on alert to monitor possible landslides in the area in the coming monsoon.",1
2187,2187,"Flood at Nichamari , Belbari Municipality-8",Flood,7/12/2023,Koshi,Morang,Belbari,8,"Flood at Nichamari, Belbari Municipality-8 on July12, 2023 affected thousands of families in Koshi's Morang district. The Ward 8 villagers and local authorities are doing all they can to help the victims.",1
2188,2188,"Flood at Gadiya Khola, Belbari Municipality-8",Flood,7/12/2023,Koshi,Morang,Belbari,8,"A severe flood swept Gadiya Khola of Belbari Municipality-8, Morang on 12th July, 2023. Many houses of the ward were submerged by the floodwaters creating havoc in the district. The relief task has began in the district to mitigate the damages and losses of the flood.",1
2189,2189,"Flood at Saudagandhi , Haldibari Rural Municipality-5",Flood,7/12/2023,Koshi,Jhapa,Haldibari,5,"Residents of Haldibari Rural Municipality-5 in Jhapa district were hit with a major flood on July 12, 2023. The flood triggered a massive evacuation with the rescue of 80 households being conducted by Koshi Province's Provincial Disaster Management Office. The incident caused severe damage to roads and infrastructure in the municipality.",1
2191,2191,"Flood at Ghangi Khola , Belbari Municipality-8",Flood,7/12/2023,Koshi,Morang,Belbari,8,"A devastating flood occurred on 2023-07-12 in Ghangi Khola, Belbari Municipality-8 of Morang district in the Koshi Province. Several homes were destroyed, forcing families to evacuate. Relief efforts are under way to provide basic necessities.",1
2193,2193,"Landslide at Ranikot, Putha Uttarganga Rural Municipality-4",Landslide,7/12/2023,Lumbini,Rukum East,Putha Uttarganga,4,"On July 12, 2023, a powerful landslide occurred in Putha Uttarganga Rural Municipality-4, Rukum East, Lumbini, Nepal. The sloping hill collapsed and destroyed many houses. Fortunately, no casualties have been reported. Efforts are underway to assess the damage and provide necessary support to the affected families.",1
2198,2198,"Landslide at Frij Khola, Putha Uttarganga Rural Municipality-4",Landslide,7/12/2023,Lumbini,Rukum East,Putha Uttarganga,4,"On 2023-07-12, a severe landslide occurred at Frij Khola, Putha Uttarganga Rural Municipality-4 in Rukum East, Lumbini. No casualties have been reported yet. Local authorities are conducting rescue operations and assessing the damage caused by the natural hazard.",1
2202,2202,"Landslide at Pachaljharana Rural Municipality - 08, Raskot Municipality-8",Landslide,7/11/2023,Karnali,Kalikot,Raskot,8,"A massive landslide occurred on 11 July 2023 in Pachaljharana Rural Municipality-08, Raskot Municipality-8, Kalikot District of Karnali province. No casualties were reported however evacuation is underway. Local authorities are assessing the situation and providing necessary assistance.",1
2234,2234,"Landslide at Dhanubas, Ghorahi Submetropolitan City-5",Landslide,7/9/2023,Lumbini,Dang,Ghorahi,5,"Residents of Dhanubas, Ghorahi Submetropolitan City-5, Dang district, Lumbini province were shocked after a massive landslide occurred on 09 July 2023. People in the area remain in fear as authorities are trying to assess the situation and contain the hazard.",1
2235,2235,"Landslide at Garjeni , Pyuthan Municipality-7",Landslide,7/9/2023,Lumbini,Pyuthan,Pyuthan,7,"A major landslide occurred on July 9, 2023 in Garjeni, Pyuthan Municipality-7, Lumbini District. Several households were affected as a result of mud and rocks from a debris cascade blocking access to adjacent roads. Emergency workers and volunteers have been organizing aid and clean-up efforts to assist the affected families.",1
2237,2237,"Landslide at Herne Danda, Mugum Karmarong Rural Municipality-7",Landslide,7/9/2023,Karnali,Mugu,Mugum Karmarong,7,"On Wednesday, July 9th, 2023, a massive landslide occurred in Mugum Karmarong Rural Municipality-7 at Herne Danda in Karnali's Mugu district. This caused extensive damage to the locals' homes and properties. An investigation is underway to assess the results of the incident.",1
2241,2241,"Landslide at Charsebesi , Roshi Rural Municipality-7",Landslide,7/8/2023,Bagmati,Kavrepalanchok,Roshi,7,"A massive landslide occurred in Charsebesi of Roshi Rural Municipality-7, Kavrepalanchok district, Bagmati province on July 8, 2023. Local communities have been warned to remain vigilant as the risk of further landslides remains high.",1
2242,2242,"Landslide at Kavre , Annapurna Rural Municipality-3",Landslide,7/8/2023,Gandaki,Myagdi,Annapurna,3,"8 July 2023, a severe landslide occurred in Annapurna Rural Municipality-3, Myagdi district, Gandaki province. The hazard caused heavy damages and is yet to be assessed. The local authorities have responded quickly and are currently investigating the incident.",1
2243,2243,"Landslide at Chorkhola , Sharada Municipality-9",Landslide,7/8/2023,Karnali,Salyan,Sharada,9,"On the morning of July 8, 2023, a devastating landslide occurred in Chorkhola, Sharada Municipality -9, Salyan, Karnali. Many houses in the district have been damaged, while rescue teams are on site searching for survivors amidst the rubble. This is a dangerous situation and local authorities are strongly advising people to evacuate the area immediately.",1
2244,2244,"Landslide at Kali Khola , Bharatpur Metropolitan City-14",Landslide,7/8/2023,Bagmati,Chitwan,Bharatpur,14,"A massive landslide occurred at Kali Khola in Bharatpur metropolitan city-14 of Chitwan district in Bagmati Province on 2023-07-08. The landslide houses, causing extensive destruction to homes and infrastructure. Local authorities, security personnel, and rescue teams have rushed to the scene to provide the necessary assistance.",1
2245,2245,"Landslide at Lakuri Bhanjyang, Konjyosom Rural Municipality-4",Landslide,7/8/2023,Bagmati,Lalitpur,Konjyosom,4,"A massive landslide struck ward 4 of Konjyosom Rural Municipality in Lalitpur, Bagmati province on 2023-07-08, killing two people and damaging several homes at Lakuri Bhanjyang. Rescue personnel are currently working to provide relief and assistance to those affected by the disaster.",1
2248,2248,"Landslide at Chhapgaau, Bhojpur Municipality-11",Landslide,7/8/2023,Koshi,Bhojpur,Bhojpur,11,"2023-07-08, a major landslide occurred in Chhapgaau, Bhojpur Municipality-11, Koshi district. The affected area is still being assessed and an emergency response is underway. The cause of the landslide is still unknown.",1
2251,2251,"Landslide at Dhansara, Barah Municipality-1",Landslide,7/7/2023,Koshi,Sunsari,Barah,1,"2023-07-07 - A massive landslide occurred in Dhansara area of Barah Municipality-1, Sunsari district of Province 1 in Nepal. No reports of casualties or injuries have been reported yet. Emergency personnel and local authorities have been called to the scene.",1
2252,2252,"Landslide at Kuibir, Sangurigadhi Rural Municipality-5",Landslide,7/7/2023,Koshi,Dhankuta,Sangurigadhi,5,"At least five houses were affected due to a landslide in Kuibir, Sangurigadhi Rural Municipality-5, Dhankuta on 2023-07-07. The incident occurred early in the morning and was the cause of massive destruction. According to the people in the ward, heavy rainfall was the trigger of the landslide. The local administration has announced relief to those affected, including temporary shelter.",1
2262,2262,Landslide at Jugal Rural Municipality-2,Landslide,7/7/2023,Bagmati,Sindhupalchok,Jugal,2,"On 7th July 2023, a horrifying landslide occurred in Jugal Rural Municipality-2, Sindhupalchok district in the Bagmati province. The incident caused destruction in the ward completely leading to the evacuation of people in the area. A rescue and relief team are currently on site helping the victims of the landslide.",1
2263,2263,"Landslide at Kholekhola , Bigu Rural Municipality-1",Landslide,7/7/2023,Bagmati,Dolakha,Bigu,1,"A massive landslide occurred in Kholekhola, Bigu Rural Municipality-1 in Dolakha district on July 7, 2023. The region is protected from calamities due to its hilly terrain in Bagmati province. Everyone is advised to stay away from the affected area until the municipality assesses the situation.",1
2266,2266,Landslide at Bagmati Rural Municipality-3,Landslide,7/6/2023,Bagmati,Lalitpur,Bagmati,3,"On July 06, 2023, a landslide occurred in Bagmati Rural Municipality-3, located in Lalitpur district, Bagmati province. There is no report of casualties yet and further updates are awaited.",1
2269,2269,"Landslide at Rana , Gaumul Rural Municipality-1",Landslide,7/6/2023,Sudurpashchim,Bajura,Gaumul,1,"A massive landslide occurred on 2023-07-06 at Rana, Gaumul Rural Municipality-1 of Sudurpashchim district. The event caused extensive damage in the ward 1 of the Municipality. The local authorities are carrying out investigation and relief operations.",1
2272,2272,"Landslide at Phuli Bamdhara, Chhayanath Rara Municipality-3",Landslide,7/6/2023,Karnali,Mugu,Chhayanath Rara,3,"A massive landslide occurred on the evening of 2023-07-06 in Phuli Bamdhara, Chhayanath Rara Municipality-3, Mugu District in Karnali Province. No casualties have been reported. Rescue teams are on the site to help people affected by the landslide.",1
2273,2273,"Landslide at Jhimasila, Rolpa Municipality-6",Landslide,7/6/2023,Lumbini,Rolpa,Rolpa,6,"On July 6th, 2023, a landslide hit Jhimasila in Rolpa Municipality-6, Rolpa district, Lumbini Province. The village was highly impacted by this natural hazard. Local authorities have been providing assistance to those affected.",1
2275,2275,"Landslide at Kanthamali, Tribeni Rural Municipality-2",Landslide,7/6/2023,Lumbini,Rolpa,Tribeni,2,"A landslide occurred on 2023-07-06 in Kanthamali, Tribeni Rural Municipality-2, Rolpa, Lumbini. The incident caused significant damages in the area. Investigations are currently underway to understand the causes behind the landslide.",1
2279,2279,"Flood at Singdi , Marsyangdi Rural Municipality-7",Flood,7/6/2023,Gandaki,Lamjung,Marsyangdi,7,"On 2023-07-06, a flood struck Singdi, a ward of Marsyangdi Rural Municipality-7 in Lamjung, Gandaki. It caused destruction to crops and homes and affected the livelihoods of many villagers. The government and local volunteers are currently providing support to those in need.",1
2281,2281,"Landslide at Pame , Pokhara Lekhnath Metropolitan City-24",Landslide,7/5/2023,Gandaki,Kaski,Pokhara Lekhnath,24,"A massive landslide occurred on July 5, 2023 in Pame, ward 24 of Pokhara Lekhnath Metropolitan City in Gandaki district, Kaski, Nepal. There are no known casualties, but the area has been severely affecting houses and affecting infrastructure. Further news will be followed.",1
2282,2282,"Landslide at Suwachheda - Batkhola , Dullu Municipality-1",Landslide,7/5/2023,Karnali,Dailekh,Dullu,1,"At least four houses were damaged following a landslide in Suwachheda, Batkhola, Dullu Municipality-1 in Karnali's Dailekh District on July 5, 2023. According to the local authority, residents in the affected area have been evacuated and further assessment of the damage is underway.",1
2283,2283,"Landslide at Ghumti & Dahakhola , Panini Rural Municipality-7",Landslide,7/5/2023,Lumbini,Arghakhanchi,Panini,7,"A major landslide was reported on July 5, 2023 at Ghumti & Dahakhola in Panini Rural Municipality-7, Arghakhanchi district of Lumbini Province. The landslide caused several deaths and injuries to people living in the area. Authorities are currently investigating the cause of the disaster and have sent relief support for the affected.",1
2285,2285,"Landslide at Dhansar, Inaruwa Municipality-8",Landslide,7/5/2023,Koshi,Sunsari,Inaruwa,8,"A devastating landslide hit Dhansar, in Inaruwa Municipality-8, Sunsari district, Koshi province on July 5, 2023. Thousands of families were affected due to the crisis. Relief and rescue operations are being undertaken by local authorities.",1
2286,2286,"Landslide at Kotdanda, Konjyosom Rural Municipality-4",Landslide,7/5/2023,Bagmati,Lalitpur,Konjyosom,4,"A landslide occurred in Kotdanda, Konjyosom Rural Municipality-4 in the Lalitpur district on July 5,2023. The risk of destruction was large, considering the heavy rainfall that had occurred in the Bagmati province. It is fortunate that no casualties were reported in the destruction, and villagers are receiving assistance in repairing their homes.",1
2287,2287,"Landslide at Namuna Basti - Bagara , Nalgaad Municipality-7",Landslide,7/5/2023,Karnali,Jajarkot,Nalgaad,7,"Yesterday on 2023-07-05, a landslide occurred at Namuna Basti of Bagara in ward 7 of Nalgaad Municipality in Jajarkot District of Karnali Province. The incident has caused damages to houses and properties. Local authority have started an immediate investigation.",1
2290,2290,"Landslide at Kharkhare, Banfikot Rural Municipality-6",Landslide,7/5/2023,Karnali,Rukum West,Banfikot,6,"A devastating landslide occurred on July 5, 2023 in Kharkhare, Banfikot Rural Municipality-6 of Rukum West, Karnali Province. The hazard has already caused tremendous damage to the community, leaving locals in fear. Authorities have taken necessary steps to attend the aftermath of the landslide.",1
2291,2291,"Landslide at Kamerephat , Kamalamai Municipality-5",Landslide,7/5/2023,Bagmati,Sindhuli,Kamalamai,5,"On 2023-07-05, a landslide occurred in Kamerephat of Kamalamai Municipality-5, Sindhuli, Bagmati province. Initial investigations showed that, fortunately, no one was injured due to the hazard. Further assessments to the area are still under going.",1
2293,2293,"Landslide at Damar / Saaljhundi Dhorpatan Highway , Panini Rural Municipality-2",Landslide,7/5/2023,Lumbini,Arghakhanchi,Panini,2,"Yesterday, a massive landslide occurred at Damar/ Saaljhundi Dhorpatan Highway in Panini Rural Municipality-2 of Arghakhanchi District, Lumbini Province. The incident happened on 2023-07-05 and the debris blocked the highway and swept away several vehicles. No injury has been reported. Investigation is going on.",1
2294,2294,"Landslide at Kaldhunga, Roshi Rural Municipality-11",Landslide,7/5/2023,Bagmati,Kavrepalanchok,Roshi,11,"On Monday, July 5th 2023, a major landslide occurred in Roshi Rural Municipality - 11, Kavrepalanchok district of Bagmati Province. As a result of this incident, rescuers are currently in the process of helping the victims who were severely affected.",1
2297,2297,"Landslide at Bhattedanda, Bagmati Rural Municipality-3",Landslide,7/5/2023,Bagmati,Lalitpur,Bagmati,3,"A major landslide occurred at Bhattedanda in Bagmati Rural Municipality-3, Lalitpur on July 5, 2023. Residents of the area were devastated as the landslide caused immense destruction. Efforts are underway to assess the quantum of the damage.",1
2300,2300,"Landslide at Mauribazar & Turture Bazar , Myagde Rural Municipality-6",Landslide,7/5/2023,Gandaki,Tanahu,Myagde,6,"On July 5th, 2023, a landslide occurred in Myagde Rural Municipality-6 of Tanahu, Gandaki Province. Homes in Mauribazar and Turture Bazar were destroyed, and citizens are seeking immediate help and relief.",1
2301,2301,"Landslide at Hemja Mardi Bhir, Pokhara Lekhnath Metropolitan City-25",Landslide,7/5/2023,Gandaki,Kaski,Pokhara Lekhnath,25,"A massive landslide occurred at Hemja Mardi Bhir, Ward 25 of Pokhara Lekhnath Metropolitan City in Gandaki district on 2023-0707-05. Property losses are assessed but it is unclear whether there were any casualties. Authorities are still working to clear the debris and restore services.",1
2306,2306,Landslide at Bharatpur Metropolitan City-14,Landslide,7/5/2023,Bagmati,Chitwan,Bharatpur,14,"At least 3 houses have been damaged after a landslide occurred in Ward-14 of Bharatpur Metropolitan City of Chitwan district on 5th July, 2023. Considering the potential danger of further landslides, the local government is taking steps for preventing additional hazards.",1
2307,2307,"Landslide at Paudur Ghumti , Annapurna Rural Municipality-3",Landslide,7/4/2023,Gandaki,Kaski,Annapurna,3,"On July 4, 2023, a devastating landslide occurred in Paudur Ghumti, in Annapurna Rural Municipality-3 of Kaski District, Gandaki Province. Initial reports suggest extensive damage to homes, buildings, crops and roads. Rescue teams are conducting a thorough search for victims and assessing the damage.",1
2308,2308,"Landslide at Dhaireni , Mathagadhi Rural Municipality-1",Landslide,7/4/2023,Lumbini,Palpa,Mathagadhi,1,"A deadly landslide struck Mathagadhi Rural Municipality-1 in Palpa district, Lumbini province on July 4, 2023. Due to the landslide, which occurred in Dhaireni, dozens of houses were destroyed. Rescue and relief efforts were initiated soon after the incident.",1
2311,2311,"Landslide at Paira Khola , Buddhabhumi Municipality-8",Landslide,7/4/2023,Lumbini,Kapilbastu,Buddhabhumi,8,"24 people were affected by a landslide that took place at Paira Khola in Buddhabhumi Municipality-8, Kapilbastu district, Lumbini province on 2023-07-04. Local authorities are handling the situation and providing relief to the affected individuals.",1
2312,2312,"Landslide at Dhankhola , Ghorahi Submetropolitan City-5",Landslide,7/4/2023,Lumbini,Dang,Ghorahi,5,"A landslide occurred yesterday in Dhankhola area of Ghorahi Submetropolitan City-5, Dang district, located in the Lumbini province of Nepal. Local sources mentioned that the incident happened on July 4, 2023, fortunately no casualties were reported. Authorities are currently working to clear the debris and assess any potential damage.",1
2313,2313,"Landslide at Dhampu, Thasang Rural Municipality-3",Landslide,7/4/2023,Gandaki,Mustang,Thasang,3,"On 4th July 2023, a devastating landslide occurred at Dhampu, Thasang Rural Municipality Ward 3 in Gandaki District of Mustang. Local villagers are in shock and a rescue team has been deployed. More information is awaited.",1
2314,2314,"Landslide at Naktad , Shailyashikhar Municipality-9",Landslide,7/4/2023,Sudurpashchim,Darchula,Shailyashikhar,9,"On 2023-07-04, a devastating landslide occurred at Ward No.9 in Shailyashikhar Municipality, Darchula, Sudurpashchim province. Many houses were destroyed in the calamity and people are facing difficulties. Emergency management has been activated to rescue the victims.",1
2315,2315,"Landslide at Ramchhe, Makawanpurgadhi Rural Municipality-5",Landslide,7/4/2023,Bagmati,Makwanpur,Makawanpurgadhi,5,"A landslide occurred in Ramchhe village in Makawanpurgadhi Rural Municipality-5 in Makwanpur District of Bagmati Province on July 4, 2023. No casualty or other losses reported yet. Search and Rescue operations are ongoing.",1
2317,2317,"Landslide at Paira Khola , Buddhabhumi Municipality-8",Landslide,7/4/2023,Lumbini,Kapilbastu,Buddhabhumi,8,"4 July 2023 saw a tragic landslide at Paira Khola in Buddhabhumi Municipality-8, Kapilbastu District, Lumbini Province. The extent of the damages is still under investigation.",1
2318,2318,"Landslide at Dhankhola , Ghorahi Submetropolitan City-5",Landslide,7/4/2023,Lumbini,Dang,Ghorahi,5,"At least 3 houses were damaged in a landslide at Dhankhola, Ghorahi Submetropolitan City-5 on July 4,2023. The incident happened in Lumbini's Dang district near Ghorahi municipality, ward 5. The Provincial government has already declared an emergency and rescue teams are on their way.",1
2319,2319,"Landslide at Dhampu, Thasang Rural Municipality-3",Landslide,7/4/2023,Gandaki,Mustang,Thasang,3,"A devastating landslide occurred in Thasang Rural Municipality-3, Mustang, Gandaki on July 4, 2023. The destructive mudslide affected the rural village of Dhampu, resulting in serious disruption and destruction. Rescue operations are currently underway.",1
2320,2320,"Landslide at Naktad , Shailyashikhar Municipality-9",Landslide,7/4/2023,Sudurpashchim,Darchula,Shailyashikhar,9,"Landslide at Naktad in Shailyashikhar Municipalilty-9 of Darchula district occurred on Jul 4, 2023. The Province of Sudurpashchim is facing the consequences of the hazardous event. The local authorities are discussing about the preventive and precautionary measures to avoid such incidents in future.",1
2321,2321,"Landslide at Ramchhe, Makawanpurgadhi Rural Municipality-5",Landslide,7/4/2023,Bagmati,Makwanpur,Makawanpurgadhi,5,"On July 4th, 2023, a landslide occurred in Ramchhe, Ward 5 of Makawanpurgadhi Rural Municipality in Makwanpur district, Bagmati province. The landslide caused extensive damage to the village, leaving many affected and homeless. Firefighters, local government, and relief workers responded quickly to provide aid to those in need.",1
2322,2322,"Landslide at Bokhar , Bhumekasthan Municipality-7",Landslide,7/4/2023,Lumbini,Arghakhanchi,Bhumekasthan,7,"On 2023-07-04, a landslide occurred in Bhumekasthan Municipality-7, Arghakhanchi district in the Lumbini province. No casualties were reported, however, the area is still vulnerable to further hazard.",1
