Verified,Title,Description,Source,Hazard,Incident on,Province,District,Municipality,Ward,Total estimated loss (NPR),Agriculture economic loss (NPR),Infrastructure economic loss (NPR),Total infrastructure destroyed,House destroyed,House affected,Total livestock destroyed,Total - People Death,Male - People Death,Female - People Death,Unknown - People Death,Disabled - People Death,Total - People Missing,Male - People Missing,Female - People Missing,Unknown - People Missing,Disabled - People Missing,Total - People Injured,Male - People Injured,Female - People Injured,Unknown - People Injured,Disabled - People Injured
Yes,Fire at Harinagara Rural Municipality-4,,nepal_police,Fire,2022-12-16,Koshi,Sunsari,Harinagara,4,500000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Motipur, Tulsipur Submetropolitan City-1",,nepal_police,Fire,2022-12-16,Lumbini,Dang,Tulsipur,1,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at pragatinagar, Suddhodhan Rural Municipality-1",,nepal_police,Fire,2022-12-16,Lumbini,Kapilbastu,Suddhodhan,1,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Lohoraula, Krishnanagar Municipality-8",,nepal_police,Fire,2022-12-16,Lumbini,Kapilbastu,Krishnanagar,8,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Lahan Municipality-7,,nepal_police,Fire,2022-12-16,Madhesh,Siraha,Lahan,7,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Simsar, Kankai Municipality-2",,nepal_police,Fire,2022-12-16,Koshi,Jhapa,Kankai,2,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at yadav Tole, Budhiganga Rural Municipality-1",,nepal_police,Fire,2022-12-16,Koshi,Morang,Budhiganga,1,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at battishbigha, Barhadashi Rural Municipality-7",,nepal_police,Fire,2022-12-16,Koshi,Jhapa,Barhadashi,7,628200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dokalek, Swami Kartik Rural Municipality-1",,nepal_police,Fire,2022-12-16,Sudurpashchim,Bajura,Swami Kartik,1,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Animal Incidents at Ramdhuni Municipality-7,,nepal_police,Animal Incidents,2022-12-15,Koshi,Sunsari,Ramdhuni,7,60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhagawatipur, Balwa Municipality-11",,nepal_police,Fire,2022-12-15,Madhesh,Mahottari,Balwa,11,500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Haripurwa Municipality-6,,nepal_police,Fire,2022-12-15,Madhesh,Sarlahi,Haripurwa,6,350000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Itedhunga, Chabispathivera Rural Municipality-5",,nepal_police,Animal Incidents,2022-12-15,Sudurpashchim,Bajhang,Chabispathivera,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Bankatti, Bhimdatta Municipality-14",,nepal_police,Fire,2022-12-15,Sudurpashchim,Kanchanpur,Bhimdatta,14,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Semarhawa, Kapilbastu Municipality-2",,nepal_police,Fire,2022-12-15,Lumbini,Kapilbastu,Kapilbastu,2,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kristi Maidan, Pokhara Lekhnath Metropolitan City-21",,nepal_police,Fire,2022-12-15,Gandaki,Kaski,Pokhara Lekhnath,21,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gairithok, Kanthekhola Rural Municipality-2",,nepal_police,Fire,2022-12-15,Gandaki,Baglung,Kanthekhola,2,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Aghor, Bhimphedi Rural Municipality-9",,nepal_police,Fire,2022-12-15,Bagmati,Makwanpur,Bhimphedi,9,800000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dangitole, Ratuwamai Municipality-7",,nepal_police,Fire,2022-12-15,Koshi,Morang,Ratuwamai,7,100000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Lokhim, Thulung Dudhkoshi Rural Municipality-9",,nepal_police,Fire,2022-12-15,Koshi,Solukhumbu,Thulung Dudhkoshi,9,4357000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Daiji, Bedkot Municipality-10",,nepal_police,Fire,2022-12-15,Sudurpashchim,Kanchanpur,Bedkot,10,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Sukhipur Municipality-10,,nepal_police,Fire,2022-12-15,Madhesh,Siraha,Sukhipur,10,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bathnaha, Golbazar Municipality-13",,nepal_police,Fire,2022-12-15,Madhesh,Siraha,Golbazar,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Nitanpur, Birgunj Metropolitan City-10",,nepal_police,Fire,2022-12-15,Madhesh,Parsa,Birgunj,10,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Animal Incidents at Ramdhuni Municipality-7,,nepal_police,Animal Incidents,2022-12-14,Koshi,Sunsari,Ramdhuni,7,80000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Harihar Chok, Kawasoti Municipality-10",,nepal_police,Animal Incidents,2022-12-14,Gandaki,Nawalparasi East,Kawasoti,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Tinchuli, Kathmandu Metropolitan City-6",,nepal_police,Fire,2022-12-14,Bagmati,Kathmandu,Kathmandu,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Kuntadevi, Molung Rural Municipality-1",,nepal_police,Fire,2022-12-14,Koshi,Okhaldhunga,Molung,1,8000000,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Phejung, Phidim Municipality-13",,nepal_police,Fire,2022-12-14,Koshi,Panchthar,Phidim,13,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Majhkharka, Myanglung Municipality-2",,other,Fire,2022-12-14,Koshi,Terhathum,Myanglung,2,55000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Phulmati, Arjundhara Municipality-7",,nepal_police,Fire,2022-12-14,Koshi,Jhapa,Arjundhara,7,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Animal Incidents at Triyuga Municipality-1,,nepal_police,Animal Incidents,2022-12-14,Koshi,Udayapur,Triyuga,1,80000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Chhathar Rural Municipality-2,,nepal_police,Fire,2022-12-14,Koshi,Terhathum,Chhathar,2,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gothtole, Lahan Municipality-10",,nepal_police,Fire,2022-12-14,Madhesh,Siraha,Lahan,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,Fire at Janakpur Submetropolitan City-7,,nepal_police,Fire,2022-12-14,Madhesh,Dhanusa,Janakpur,7,40000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Musahri Tole, Triyuga Municipality-1",,nepal_police,Fire,2022-12-14,Koshi,Udayapur,Triyuga,1,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Buddhachok, Inaruwa Municipality-8",,nepal_police,Fire,2022-12-13,Koshi,Sunsari,Inaruwa,8,8300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sarbajanik, Sabaila Municipality-9",,nepal_police,Fire,2022-12-13,Madhesh,Dhanusa,Sabaila,9,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kharchuiya, Khadak Municipality-5",,nepal_police,Fire,2022-12-13,Madhesh,Saptari,Khadak,5,700000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Eartare, Naubahini Rural Municipality-4",,nepal_police,Fire,2022-12-13,Lumbini,Pyuthan,Naubahini,4,350000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sombare, Patahrishanishchare Municipality-4",,nepal_police,Fire,2022-12-12,Koshi,Morang,Patahrishanishchare,4,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhanpur, Maharajgunj Municipality-9",,nepal_police,Fire,2022-12-12,Lumbini,Kapilbastu,Maharajgunj,9,400000,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pragati Marg, Anbukhaireni Rural Municipality-3",,nepal_police,Fire,2022-12-12,Gandaki,Tanahu,Anbukhaireni,3,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at lalitpur, Dakneshwori Municipality-7",,nepal_police,Fire,2022-12-12,Madhesh,Saptari,Dakneshwori,7,170000,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Tekra tole, Kankai Municipality-4",,nepal_police,Fire,2022-12-12,Koshi,Jhapa,Kankai,4,200000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Namuna, Sundarharaicha Municipality-5",,nepal_police,Animal Incidents,2022-12-12,Koshi,Morang,Sundarharaicha,5,25000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sanomusure , Kageshwori Manahora Municipality-1",,nepal_police,Fire,2022-12-12,Bagmati,Kathmandu,Kageshwori Manahora,1,500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Prasostaka, Prasauni Rural Municipality-5",,nepal_police,Fire,2022-12-12,Madhesh,Bara,Prasauni,5,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jhakar, Belaka Municipality-1",,nepal_police,Fire,2022-12-12,Koshi,Udayapur,Belaka,1,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,Fire at Barah Municipality-11,,nepal_police,Fire,2022-12-12,Koshi,Sunsari,Barah,11,300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Letang Municipality-9,,nepal_police,Fire,2022-12-12,Koshi,Morang,Letang,9,150000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chuplubhanjyang, Khijidemba Rural Municipality-5",,nepal_police,Fire,2022-12-12,Koshi,Okhaldhunga,Khijidemba,5,300000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sadhana tole, Triyuga Municipality-12",,nepal_police,Fire,2022-12-12,Koshi,Udayapur,Triyuga,12,300000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jurain, Bansagadhi Municipality-8",,nepal_police,Fire,2022-12-12,Lumbini,Bardiya,Bansagadhi,8,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sanomusure, Melamchi Municipality-4",,nepal_police,Fire,2022-12-12,Bagmati,Sindhupalchok,Melamchi,4,350000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jhamta, Gramthan Rural Municipality-5",,nepal_police,Fire,2022-12-12,Koshi,Morang,Gramthan,5,200000,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gampivasain, Ramaroshan Rural Municipality-4",,nepal_police,Fire,2022-12-12,Sudurpashchim,Achham,Ramaroshan,4,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhasme, Tamakoshi Rural Municipality-6",,nepal_police,Fire,2022-12-12,Bagmati,Dolakha,Tamakoshi,6,300000,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Raipur Musahari, Shambhunath Municipality-11",,nepal_police,Fire,2022-12-12,Madhesh,Saptari,Shambhunath,11,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sikumbasitole, Barhadashi Rural Municipality-2",,nepal_police,Fire,2022-12-12,Koshi,Jhapa,Barhadashi,2,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Matauna, Sahidnagar Municipality-2",,nepal_police,Fire,2022-12-11,Madhesh,Dhanusa,Sahidnagar,2,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Siddhi Ganesh, Bharatpur Metropolitan City-16",,nepal_police,Animal Incidents,2022-12-11,Bagmati,Chitwan,Bharatpur,16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Aryalgaun, Kageshwori Manahora Municipality-6",,nepal_police,Fire,2022-12-11,Bagmati,Kathmandu,Kageshwori Manahora,6,2000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pokhariya, Shambhunath Municipality-8",,nepal_police,Fire,2022-12-11,Madhesh,Saptari,Shambhunath,8,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pokhariya, Chandranagar Rural Municipality-4",,nepal_police,Fire,2022-12-11,Madhesh,Sarlahi,Chandranagar,4,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ghotghote, Pokhara Lekhnath Metropolitan City-29",,nepal_police,Fire,2022-12-11,Gandaki,Kaski,Pokhara Lekhnath,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhangbari, Damak Municipality-2",,nepal_police,Fire,2022-12-11,Koshi,Jhapa,Damak,2,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bintole, Bateshwor Rural Municipality-5",,nepal_police,Fire,2022-12-11,Madhesh,Dhanusa,Bateshwor,5,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Devipur, Naraha Rural Municipality-1",,nepal_police,Fire,2022-12-11,Madhesh,Siraha,Naraha,1,141000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bajpopatti, Pacharauta Municipality-9",,nepal_police,Fire,2022-12-11,Madhesh,Bara,Pacharauta,9,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Budhiganga Rural Municipality-7,,nepal_police,Fire,2022-12-11,Koshi,Morang,Budhiganga,7,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sudama, Katahari Rural Municipality-4",,nepal_police,Fire,2022-12-11,Koshi,Morang,Katahari,4,81000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Aarubot, Bhanu Municipality-12",,other,Animal Incidents,2022-12-11,Gandaki,Tanahu,Bhanu,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Laxmibajar, Gorkha Municipality-9",,nepal_police,Fire,2022-12-10,Gandaki,Gorkha,Gorkha,9,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Hiletal, Tarakeshwor Municipality-10",,nepal_police,Fire,2022-12-10,Bagmati,Kathmandu,Tarakeshwor,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Amarlati, Dakneshwori Municipality-7",,nepal_police,Fire,2022-12-10,Madhesh,Saptari,Dakneshwori,7,1637300,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Arniko, Punarbas Municipality-2",,nepal_police,Fire,2022-12-09,Sudurpashchim,Kanchanpur,Punarbas,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dhantota, Talkot Rural Municipality-7",,nepal_police,Fire,2022-12-09,Sudurpashchim,Bajhang,Talkot,7,250000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jadanga, Badimalika Municipality-6",,nepal_police,Fire,2022-12-09,Sudurpashchim,Bajura,Badimalika,6,987550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bishwadanda, Birgunj Metropolitan City-15",,nepal_police,Fire,2022-12-09,Madhesh,Parsa,Birgunj,15,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Janakpur Submetropolitan City-7,,nepal_police,Fire,2022-12-09,Madhesh,Dhanusa,Janakpur,7,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Haldibari Rural Municipality-5,,nepal_police,Fire,2022-12-09,Koshi,Jhapa,Haldibari,5,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jalpapur, Inaruwa Municipality-10",,nepal_police,Fire,2022-12-09,Koshi,Sunsari,Inaruwa,10,350000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Tilathe, Budhiganga Rural Municipality-6",,nepal_police,Fire,2022-12-09,Koshi,Morang,Budhiganga,6,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dharbhitta, Bhokraha Rural Municipality-1",,nepal_police,Fire,2022-12-09,Koshi,Sunsari,Bhokraha,1,327000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Sundarharaicha Municipality-4,,nepal_police,Fire,2022-12-09,Koshi,Morang,Sundarharaicha,4,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Simpani, Kepilasagadhi Rural Municipality-4",,nepal_police,Fire,2022-12-09,Koshi,Khotang,Kepilasagadhi,4,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Sundar Abhivan, Belbari Municipality-1",,nepal_police,Animal Incidents,2022-12-09,Koshi,Morang,Belbari,1,30000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dobate, Falelung Rural Municipality-7",,nepal_police,Fire,2022-12-09,Koshi,Panchthar,Falelung,7,430000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Kuskot, Mellekh Rural Municipality-4",,nepal_police,Animal Incidents,2022-12-09,Sudurpashchim,Achham,Mellekh,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Yes,"Fire at Gothgaun, Halesi Tuwachung Municipality-6",,nepal_police,Fire,2022-12-09,Koshi,Khotang,Halesi Tuwachung,6,340000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sukaudi, Waling Municipality-9",,nepal_police,Fire,2022-12-09,Gandaki,Syangja,Waling,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Pokhara Lekhnath Metropolitan City-30,,nepal_police,Fire,2022-12-09,Gandaki,Kaski,Pokhara Lekhnath,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Animal Incidents at Haldibari Rural Municipality-4,,nepal_police,Animal Incidents,2022-12-09,Koshi,Jhapa,Haldibari,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
Yes,Fire at Panini Rural Municipality-7,,nepal_police,Fire,2022-12-09,Lumbini,Arghakhanchi,Panini,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Tettariya Tole, Janakpur Submetropolitan City-17",,nepal_police,Fire,2022-12-08,Madhesh,Dhanusa,Janakpur,17,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Mahendranagar, Chhireshwornath Municipality-5",,nepal_police,Fire,2022-12-08,Madhesh,Dhanusa,Chhireshwornath,5,1500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Lokharam, Chhinnamasta Rural Municipality-5",,nepal_police,Fire,2022-12-08,Madhesh,Saptari,Chhinnamasta,5,300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Chisankhugadhi Rural Municipality-8,,nepal_police,Fire,2022-12-08,Koshi,Okhaldhunga,Chisankhugadhi,8,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dhulabari, Mechinagar Municipality-9",,nepal_police,Fire,2022-12-08,Koshi,Jhapa,Mechinagar,9,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Benighat, Gandaki Rural Municipality-8",,nepal_police,Fire,2022-12-08,Gandaki,Gorkha,Gandaki,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Shankhu Kharidar, Konjyosom Rural Municipality-2",,nepal_police,Fire,2022-12-08,Bagmati,Lalitpur,Konjyosom,2,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jugauliya, Gujara Municipality-8",,nepal_police,Fire,2022-12-08,Madhesh,Rautahat,Gujara,8,470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Nepalebar, Chainpur Municipality-11",,nepal_police,Fire,2022-12-08,Koshi,Sankhuwasabha,Chainpur,11,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pulchok, Buddhashanti Rural Municipality-1",,nepal_police,Fire,2022-12-08,Koshi,Jhapa,Buddhashanti,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Aambas, Bardaghat Municipality-2",,nepal_police,Animal Incidents,2022-12-08,Lumbini,Nawalparasi West,Bardaghat,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Taukhel, Godawari_Lalitpur Municipality-3",,nepal_police,Fire,2022-12-08,Bagmati,Lalitpur,Godawari_Lalitpur,3,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bisnpuwa, Jirabhawani Rural Municipality-1",,nepal_police,Fire,2022-12-08,Madhesh,Parsa,Jirabhawani,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Janakchowk, Janakpur Submetropolitan City-2",,nepal_police,Fire,2022-12-08,Madhesh,Dhanusa,Janakpur,2,3500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sundarbajar, Dharan Submetropolitan City-18",,nepal_police,Fire,2022-12-08,Koshi,Sunsari,Dharan,18,25000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Malikgraund, Tikapur Municipality-1",,nepal_police,Fire,2022-12-08,Sudurpashchim,Kailali,Tikapur,1,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Majhauliya, Bhangaha Municipality-7",,nepal_police,Fire,2022-12-08,Madhesh,Mahottari,Bhangaha,7,2027700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Salbandi, Barah Municipality-8",,nepal_police,Fire,2022-12-08,Koshi,Sunsari,Barah,8,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Thakurtole, Sunwarshi Municipality-7",,nepal_police,Fire,2022-12-07,Koshi,Morang,Sunwarshi,7,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ganeshpur, Shuklaphanta Municipality-1",,nepal_police,Fire,2022-12-07,Sudurpashchim,Kanchanpur,Shuklaphanta,1,900000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bidur, Tadi Rural Municipality-5",,nepal_police,Fire,2022-12-07,Bagmati,Nuwakot,Tadi,5,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Mohanpur, Triyuga Municipality-6",,nepal_police,Fire,2022-12-07,Koshi,Udayapur,Triyuga,6,900000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Thalakipur, Lamkichuha Municipality-1",,nepal_police,Fire,2022-12-07,Sudurpashchim,Kailali,Lamkichuha,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Mehekuna, Gurbhakot Municipality-8",,nepal_police,Fire,2022-12-07,Karnali,Surkhet,Gurbhakot,8,60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Aashpur, Gulariya Municipality-8",,nepal_police,Fire,2022-12-07,Lumbini,Bardiya,Gulariya,8,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Bagmati Municipality-11,,nepal_police,Fire,2022-12-07,Madhesh,Sarlahi,Bagmati,11,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
